Occurrence_Id,Local_Date_Main_Event,Date_Main_Event_Unconfirmed,Year_Reported,Occurrence_Severity,Main_Event_L1,Main_Event_L2,Main_Event_L3,Not_Vessel_Operations,Short_Description,Description,State_Reporting,National_Location_L1,National_Location_L2,Latitude,Longitude,Lat_Long_Unknown,Port_Of_Accident_L1,Port_Of_Accident_L2,Vessel_Profile_Id,Vessel_Severity,Flag_State,Vessel_Category_L1,Vessel_Category_L2,Ship_Craft_Type_L1,Ship_Craft_Type_L2,Ship_Craft_Type_L3,Ship_Craft_Type_L4,Ship_Craft_Type_L5,Is_Commercial_Vessel,Ship_Boat,Registered_Length_In_Metres,LOA_Length_Overall_in_Metres,GT_Gross_Tonnage,Hull_Material,Year_Built,Deaths_Crew,Deaths_Passenger,Deaths_Other,Deaths_Total,Injuries_Crew,Injuries_Passenger,Injuries_Other,Injuries_Total,Loss_Of_Vessel_Damage,Did_The_Vessel_Sink,Vessel_Abandoned,Damage_Description,Pollution_Result,Crew_Voyage,Voyage_Segment,Pilot_On_Board,Place_On_Board_L1,Place_On_Board_L2,Place_On_Board_L3,Place_On_Board_L4,Place_On_Board_L5,Port_Of_Departure_L1,Port_Of_Departure_L2,Publication_Date,Publication_No,Publication_Type,Published_Report_Website_Link,Vessel_Record_Modified_On
ca93e3e0-39a0-ef11-8a69-000d3a0d1194,2024-11-01,No,2024,Less Serious,Grounding / Stranding,,,FALSE,A search and rescue vessel sustained propeller damage whilst on service,"A search and rescue (SAR) vessel was tasked to assess recovery options for two people cut off by the tide. On arrival with fading light and concern for the welfare of the casualties an extraction by sea was decided. The vessel landed ashore and two crew dropped off. Upon trying to recover the crew and casualties waves pushed the stern of the vessel towards the beach. One propeller consequently made contact with the shingle but the crew ashore were able to push the stern back into the water. One propeller sustained some damage, no injuries to crew.",UK,United Kingdom,England,50.7053,-2.9947,Charton Bay,,,ad302666-3ca0-ef11-8a69-000d3a0d1194,Less Serious,UNITED KINGDOM,"Small Commercial (under 100gt, excl. FVs)",,Service ship,SAR craft,,,,TRUE,,8.4,8.4,1.7,Composite materials,2012,0,0,0,0,0,0,0,0,Minor damage (less than material damage),No,No,Damage to propeller,NA,4,Mid-water,n/a,Ship,Propeller/rudder/thruster,,,,UNITED KINGDOM,Lyme Regis,,,,,2024-11-11
3ddc0a20-3da0-ef11-8a69-000d3a0d1194,2024-10-01,No,2024,Marine Incident,Accident to person(s),,,FALSE,A search and rescue vessel crew member fell overboard whilst recovering a training manikin,"A search and rescue (SAR) vessel was carrying out an exercise using a training manikin. Once the manikin had been located after the search, an approach was made to recover the manikin onboard. One of the crew was nominated to grab the manikin once the vessel was alongside. The crew member positioned themselves laying across the sponson at the shoulder of the vessel rather than further aft and with assistance from a second crew member. Upon reaching and grabbing hold of the manikin, the boat moved upwards and crew member was pulled overboard. The crew member was recovered with no injuries reported.",UK,United Kingdom,England,50.711383,-2.92725,NA,,,4cbfb2e4-3ea0-ef11-8a69-000d3a0d1194,Marine Incident,UNITED KINGDOM,"Small Commercial (under 100gt, excl. FVs)",,Service ship,SAR craft,,,,TRUE,,8.4,8.4,1.7,Composite materials,2012,0,0,0,0,0,0,0,0,No damage,No,No,NA,NA,4,Mid-water,n/a,Ship,Over side,,,,UNITED KINGDOM,Lyme Regis,,,,,2024-11-11
879a9791-42a0-ef11-8a69-000d3a0d1194,2024-11-01,No,2024,Marine Incident,Damage / Loss Of Equipment,,,FALSE,A bulk carrier's pilot ladder did not conform to SOLAS regulations,"A bulk carrier's pilot ladder did not conform to SOLAS regulations. Loose inboard stanchion dislodged and caused loss of balance when transferring from pilot ladder, to bottom platform of accommodation ladder. Outboard stanchion equally loose.",UK,United Kingdom,England,53.4935,-3.215,NA,,,26177e74-43a0-ef11-8a69-000d3a0d1194,Marine Incident,MARSHALL ISLANDS,Merchant Vessel >= 100gt,500gt or more,Cargo ship,Solid Cargo,Bulk Carrier,,,TRUE,,0,190,31000,Steel,2013,0,0,0,0,0,0,0,0,No damage,No,No,NA,NA,,Arrival,Yes,Ship,Unknown,,,,FRANCE,,,,,,2024-11-11
6bcc500d-46a0-ef11-8a69-000d3a0d1194,2024-11-01,No,2024,Marine Incident,Damage / Loss Of Equipment,,,FALSE,A container ship's pilot ladder did not conform to SOLAS regulations,A container ship's pilot ladder did not conform to SOLAS regulations. Ladder made fast by choke shackles and height incorrect.,UK,United Kingdom,England,51.4922,1.0408,NA,,,62e22d3b-47a0-ef11-8a69-000d3a0d1194,Marine Incident,PORTUGAL,Merchant Vessel >= 100gt,500gt or more,Cargo ship,Solid Cargo,Container Ship,,,TRUE,,120,130,9900,Steel,2005,0,0,0,0,0,0,0,0,No damage,No,No,NA,NA,,Departure,Yes,Ship,Unknown,,,,UNITED KINGDOM,Medway Ports,,,,,2024-11-11
0af44991-d9a0-ef11-8a69-6045bd0ba352,2024-11-01,No,2024,Marine Incident,Fire / Explosion,Fire,,FALSE,A motor cruiser suffered an engine fire and was towed to a safe anchorage,A motor cruiser with one person onboard suffered an electrical engine fire and was disabled in the water. A search and rescue (SAR) vessel was tasked to tow the motor cruiser to an safe anchorage until the vessel could be towed back to it's home port.,UK,United Kingdom,England,52.985833,0.792667,NA,,,8292e911-dba0-ef11-8a69-6045bd0ba352,Marine Incident,UNITED KINGDOM,Recreational (non Commercial),,Recreational craft,Motorboat,,,,FALSE,,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,Minor damage (less than material damage),No,No,Unknown,NA,1,Mid-water,n/a,Engine department,Engine room,,,,Unknown,,,,,,2024-11-12
1a9ca77f-dda0-ef11-8a69-6045bd0ba352,2024-11-01,No,2024,Less Serious,Accident to person(s),,,FALSE,A cruise ship passenger fell resulting in a fractured knee,"A cruise ship passenger was in their cabin and appeared to be disorientated. The passengers partner called the medical centre asking for assistance, one of the medical team arrived and waited outside with a wheelchair. The passenger walked towards the exit but fell forwards landing heavily on their knees. The passenger was helped to the wheelchair and taken to the medical centre. An x-ray was taken a fracture to the right knee confirmed. The area has been inspected without defects.",UK,,,-38.646667,141.333333,NA,,,afaef7a7-e0a0-ef11-8a69-002248c715f0,Less Serious,UNITED KINGDOM,Merchant Vessel >= 100gt,500gt or more,Passenger ship,Only passenger,International,,,TRUE,,0,290,110000,Steel,2004,0,0,0,0,0,1,0,1,No damage,No,No,NA,NA,1067,Mid-water,No,Accommodation,Cabin space - passengers,,,,Unknown,,,,,,2024-11-12
58e2f2cc-a3a1-ef11-8a69-000d3a0ccf85,2024-11-01,No,2024,Less Serious,Accident to person(s),,,FALSE,A cruise ship passenger lost balance and fell sustaining a dislocated elbow,"A cruise ship passenger was walking out of the restaurant when they suddenly tripped while changing their step, lost balance and fell forward onto the left arm. The passenger was treated by the medical team for a dislocation to the left elbow, the passenger remained onboard.",UK,,,-27.17,153.353333,NA,,,7f9815d5-a5a1-ef11-8a69-000d3a0ccf85,Less Serious,UNITED KINGDOM,Merchant Vessel >= 100gt,500gt or more,Passenger ship,Only passenger,International,,,TRUE,,0,280,100000,Steel,2001,0,0,0,0,0,1,0,1,No damage,No,No,NA,NA,1059,Anchored or alongside,No,Accommodation,Restaurant/Bar,,,,AUSTRALIA,,,,,,2024-11-13
6a7eaf93-b8a1-ef11-8a69-002248c715f0,2024-11-01,No,2024,Marine Incident,Damage / Loss Of Equipment,,,FALSE,An oil tanker's pilot ladder did not conform to SOLAS regulations,An oil tanker's pilot ladder did not conform to SOLAS regulations. Pilot boat noted that only a combination ladder rigged on port side approx. 3m from water. Vessel was previously advised by pilot boat to rig a straight ladder. Vessel delayed until correct ladder rigged.,UK,United Kingdom,Wales,51.6631,-5.1878,NA,,,44808661-b9a1-ef11-8a69-002248c715f0,Marine Incident,GREECE,Merchant Vessel >= 100gt,500gt or more,Cargo ship,Liquid Cargo,Oil tanker,Product carrier,,TRUE,,260,270,80000,Steel,2010,0,0,0,0,0,0,0,0,No damage,No,No,NA,NA,,Arrival,Yes,Ship,Unknown,,,,Unknown,,,,,,2024-11-13
f7d79929-61a2-ef11-8a69-6045bd0ba352,2024-11-01,No,2024,Marine Incident,Loss Of Control,Loss Of Electrical Power,,FALSE,A fishing vessel suffered a power failure but the crew were able to restore power to the vessel,"A fishing vessel had shot it's gear and were towing  when all power went off.  A crew member proceeded to the engine room, the port engine was still running and concerned about the engine overheating. The engine was eased back to tick over, but due to the temperature rising the main engine wash stopped. The vessel was anchored, emergency lights on and NUC lights, a PANPAN was issued as the vessel was in the path of shipping. A fishing vessel in the area was on stand by.  A crew member noticed a relay for the port engine said discharged, after contacting an engineer for advice, a repair was made and managed to get power back to the port engine. The gear was retrieved and the PANPAN cancelled.",UK,,,49.802167,-3.174333,NA,,,e850b40b-64a2-ef11-8a69-6045bd0ba352,Marine Incident,UNITED KINGDOM,Fishing Vessel,24m Reg L and over,Fishing vessel,Trawler,Beam,,,TRUE,,29,30,210,Steel,1980,0,0,0,0,0,0,0,0,No damage,No,No,NA,NA,5,Mid-water,No,Engine department,Engine room,,,,UNITED KINGDOM,Brixham,,,,,2024-11-14
fe46ecaf-64a2-ef11-8a69-6045bd0ba352,2024-11-01,No,2024,Less Serious,Accident to person(s),,,FALSE,A search and rescue vessel crew member fractured their arm whilst on a training exercise,A search and rescue (SAR) vessel was carrying out a training exercise for local knowledge familiarisation for the crew.  Whilst running the SAR vessel in through the surfline a crew member lost their balance and fell into the vessel with their arm trapped under a handle on the sponson. This entrapment and their body weight caused a fracture to the radial and ulna in the right arm.,UK,United Kingdom,England,50.3644,-5.158583,NA,,,474b2d89-66a2-ef11-8a69-6045bd0ba352,Less Serious,UNITED KINGDOM,"Small Commercial (under 100gt, excl. FVs)",,Service ship,SAR craft,,,,TRUE,,4.9,4.9,0.4,Other,2016,0,0,0,0,1,0,0,1,No damage,No,No,NA,NA,4,Mid-water,n/a,Ship,Deck,Open deck,,,UNITED KINGDOM,St Agnes Head,,,,,2024-11-14
2d7a1545-6da2-ef11-8a69-6045bd0ba352,2024-11-01,No,2024,Marine Incident,Loss Of Control,Loss Of Propulsion Power,,FALSE,"A pilot vessel suffered engine and steering failure, the emergency steering failed whilst returning to port","A pilot vessel experienced an engine shut down unexpectedly whilst outbound to sea. The starboard engine was reset and appeared to be operational. The following morning the pilot vessel was attempting to put a pilot on a vessel when it suffered engine and steering failure. The vessel returned to port under one engine and emergency steering. Whilst heading back the vessel reported the emergency steering had failed, another pilot vessel went out and took the casualty vessel under tow and returned to port.",UK,United Kingdom,Wales,51.6682,-5.1947,NA,,,207eb940-70a2-ef11-8a69-6045bd0ba352,Marine Incident,UNITED KINGDOM,"Small Commercial (under 100gt, excl. FVs)",,Service ship,Other,,,,TRUE,,18,19,48,Composite materials,2007,0,0,0,0,0,0,0,0,No damage,No,No,Unknown,NA,3,Mid-water,No,Engine department,Engine room,,,,UNITED KINGDOM,Milford Haven,,,,,2024-11-15
5ec4808d-71a2-ef11-8a69-6045bd0ba352,2024-11-01,No,2024,Marine Incident,Collision,With Other Ship,,FALSE,A kayaker was capsized by the wash from a service vessel heading into harbour,"A group of seven kayakers were out paddling, the group split into a group of four and a group of three. An offshore supply vessel was on an approach to a harbour, the vessel passed the group of three and the wash from the vessel capsized one of the kayakers. The kayaker was quickly recovered back into the kayak, they notified the harbour master of the capsize and that they didn't require any assistance. The group continued on to their destination. No injuries to persons or damage to the kayak.",UK,United Kingdom,England,54.068167,-3.168667,NA,,,8e4fbbc0-7ea2-ef11-8a69-6045bd0ba352,Marine Incident,UNITED KINGDOM,Recreational (non Commercial),,Recreational craft,Canoe/Kayak,,,,FALSE,,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,No damage,No,No,NA,NA,1,Mid-water,n/a,Ship,Over side,,,,Unknown,,,,,,2024-11-14
5ec4808d-71a2-ef11-8a69-6045bd0ba352,2024-11-01,No,2024,Marine Incident,Collision,With Other Ship,,FALSE,A kayaker was capsized by the wash from a service vessel heading into harbour,"A group of seven kayakers were out paddling, the group split into a group of four and a group of three. An offshore supply vessel was on an approach to a harbour, the vessel passed the group of three and the wash from the vessel capsized one of the kayakers. The kayaker was quickly recovered back into the kayak, they notified the harbour master of the capsize and that they didn't require any assistance. The group continued on to their destination. No injuries to persons or damage to the kayak.",UK,United Kingdom,England,54.068167,-3.168667,NA,,,26f1c569-7ea2-ef11-8a69-6045bd0ba352,Marine Incident,JERSEY,Merchant Vessel >= 100gt,100gt to 199.99gt,Service ship,Offshore supply ship,,,,TRUE,,25,26,130,Steel,2015,0,0,0,0,0,0,0,0,No damage,No,No,NA,NA,,Arrival,No,,,,,,UNITED KINGDOM,Barrow in Furness,,,,,2024-11-14
b3ffdf10-83a2-ef11-8a69-6045bd0ba352,2024-11-01,No,2024,Marine Incident,Damage / Loss Of Equipment,,,FALSE,A cargo vessel's pilot ladder did not conform to SOLAS regulations,A cargo vessel's pilot ladder did not conform to SOLAS regulations. The diameter of the railings is higher than the required diameter for the stanchion. Captain was aware and mentioned that some pipes are on order to rectify the pilot boarding arrangements.,UK,United Kingdom,England,53.4829,-3.1421,NA,,,212790f1-83a2-ef11-8a69-6045bd0ba352,Marine Incident,PORTUGAL,Merchant Vessel >= 100gt,500gt or more,Cargo ship,Solid Cargo,General Cargo,,,TRUE,,88,89,2500,Steel,2023,0,0,0,0,0,0,0,0,No damage,No,No,NA,NA,,Arrival,Yes,Ship,Unknown,,,,IRELAND,,,,,,2024-11-14
f6d825f1-94a2-ef11-8a69-6045bd0e0ff5,2024-08-01,No,2024,Serious,Fire / Explosion,Fire,,FALSE,A fishing vessel suffered an engine fire and required towing back to harbour,"A fishing vessel suffered a fire in the engine room, the crew opened the engine room door and could not see anything due to the thick black smoke. A crew member went to the wheelhouse, stopped the main engine, shut the vents at the rear of the wheelhouse and the vents to the fire door. Co2 was then used to extinguish the fire. The engine room was sealed and another fishing vessel was contacted to take the casualty vessel under tow back to port.",UK,,,58.333333,0.13,NA,,,e09d6d3f-99a2-ef11-8a69-002248c7c685,Serious,UNITED KINGDOM,Fishing Vessel,24m Reg L and over,Fishing vessel,Trawler,Pair,,,TRUE,,24,26,220,Steel,1987,0,0,0,0,0,0,0,0,Material damage -> Affecting marine infrastructure or other ship,No,No,Unknown,NA,7,Mid-water,No,Engine department,Engine room,,,,UNITED KINGDOM,Fraserburgh,,,,,2024-11-15
186300d7-9da2-ef11-8a69-002248c7c685,2024-11-01,No,2024,Less Serious,Grounding / Stranding,,,FALSE,"A sailing yacht ran aground, whilst being escorted smoke was see coming from the engine","A sailing yacht grounded on a mud bank, a search and rescue (SAR) vessel was tasked as there was concern for the two crew onboard that the vessel could list on the falling tide. The SAR vessel was unable to tow the vessel but positioned the vessel to stay balanced until the vessel could refloat on the flood tide, the crew remained onboard. The SAR vessel returned later to check the yacht had refloated and while escorting the yacht to a marina, smoke was seen coming from the engine. The yacht was brought alongside and met by the fire service who confirmed the yacht was safe. No fire on board - only cooling water overheating.",UK,United Kingdom,England,50.8,-0.933333,NA,,,17b663fa-9fa2-ef11-8a69-002248c7c685,Less Serious,UNITED KINGDOM,Recreational (non Commercial),,Recreational craft,Sailboat (aux. motor),,,,FALSE,,9.9,9.9,0,GRP,Unknown,0,0,0,0,0,0,0,0,No damage,No,No,Unknown,NA,2,Unknown,n/a,,,,,,Unknown,,,,,,2024-11-14
f5e2b0f2-3da3-ef11-8a69-002248c7c668,2024-11-01,No,2024,Marine Incident,Damage / Loss Of Equipment,,,FALSE,A service vessel was carrying out a maintenance task on a crane when the jib saddle sheared off,An offshore service vessel was powering up the vessel’s main crane as part of a maintenance task. The knuckle boom jib unexpectedly extended whilst still stowed on the boom rest causing the jib saddle to shear off and fall overboard. No crew were injured or in the direct path of the saddle as it fell overboard. Divers were not in the water at the time. The saddle was later recovered by the vessel's remotely operated vehicle (ROV).,UK,,,58.216667,0.241833,NA,,,aa3da0e0-4ba3-ef11-8a69-002248c7c668,Marine Incident,UNITED KINGDOM,Merchant Vessel >= 100gt,500gt or more,Service ship,Other offshore ship,,,,TRUE,,0,110,9100,Steel,1987,0,0,0,0,0,0,0,0,Minor damage (less than material damage),No,No,Damage to crane rest which lead to jib saddle shearing off,NA,128,Mid-water,n/a,Ship,Deck,Open deck,,,UNITED KINGDOM,Aberdeen,,,,,2024-11-15
e5acb4df-98a5-ef11-b8e8-002248006bd7,2024-11-01,No,2024,Less Serious,Accident to person(s),,,FALSE,A cruise ship passenger was injured when their bathroom door struck them.,"A cruise ship passenger was standing in the bathroom of their cabin near the bathroom door when the door moved and struck their left torso, causing a fractured rib. The incident was reportedly due to the movement of the vessel.",UK,,,46.46,-8.031667,,,,822fdddf-b4a5-ef11-b8e8-002248006bd7,Less Serious,UNITED KINGDOM,Merchant Vessel >= 100gt,500gt or more,Passenger ship,Only passenger,International,,,TRUE,,320,340,180000,Steel,2020,0,0,0,0,0,1,0,1,No damage,No,No,None,No Pollution,1620,Mid-water,No,Accommodation,"Bathroom, shower, toilet",,,,UNITED KINGDOM,Southampton,,,,,2024-11-21
2b984288-9ca5-ef11-b8e8-002248006bd7,2024-11-01,No,2024,Marine Incident,Fire / Explosion,Fire,,FALSE,A ro-pax vessel experienced a fire in the engine room when the lagging on the exhaust caught fire.,"A ro-pax vessel was in passage when one of the crew members noticed smoke above the starboard main engine. The crew member raised the alarm and the crew mustered. Whilst a two person fire fighting team wearing breathing apparatus was preparing, another crew member took immediate action using a CO2 fire extinguisher. They noticed the flames were on the lagging of the exhaust and this initial action reduced the fire's intensity. The crew member then used a foam extinguisher to fully extinguish the fire. The crew carried out emergency shut down including fuel and lubricating oil shut down and ventilation shut down. The fire fighting team with breathing apparatus arrived and checked that the fire was extinguished and there was no risk of re-ignition. The fire reportedly occurred due to overheating of the lagging material around the exhaust, probably caused by an engine load test that had been carried out earlier in the day combined with oil and residues in the lagging. There were no damages, injuries or pollution.",UK,United Kingdom,Scotland,54.612667,-5.148833,,,,4215d449-9da5-ef11-b8e8-002248006bd7,Marine Incident,UNITED KINGDOM,Merchant Vessel >= 100gt,500gt or more,Passenger ship,Passenger and Ro-Ro cargo,Domestic - Class A,,,TRUE,,0,110,8600,Steel,2014,0,0,0,0,0,0,0,0,No damage,No,No,None,No Pollution,32,Mid-water,No,Engine department,Engine room,,,,UNITED KINGDOM,Liverpool,,,,,2024-11-21
42f98e26-9fa5-ef11-b8e8-002248006bd7,2024-11-01,No,2024,Less Serious,Accident to person(s),,,FALSE,"A cruise ship passenger tripped and fell, breaking their wrist.","A cruise ship passenger was getting up from their chair in a restaurant area when their footwear got caught. They lost their balance and fell to the floor, sustaining a fractured wrist. The area was checked for defects and no defects were found.",UK,,,29.766667,-12.745,,,,e9c4f92a-a0a5-ef11-b8e8-002248006bd7,Less Serious,UNITED KINGDOM,Merchant Vessel >= 100gt,500gt or more,Passenger ship,Only passenger,International,,,TRUE,,320,340,180000,Steel,2020,0,0,0,0,0,1,0,1,No damage,No,No,None,No Pollution,1617,Mid-water,No,Accommodation,Restaurant/Bar,,,,SPAIN,,,,,,2024-11-21
0a16c339-a1a5-ef11-b8e8-002248006bd7,2024-11-01,No,2024,Less Serious,Accident to person(s),,,FALSE,"A cruise ship passenger missed a step on a staircase and fell, fracturing their shoulder.","A cruise ship passenger fell when they missed the last step on the staircase and fell to the deck, resulting in a fractured shoulder. The injury was described as a comminuted fracture meaning that the joint broke into two or more pieces, this resulted in the passenger requiring medical evacuation at the next port.",UK,,,-45.15,166.97,,,,cf47e951-a1a5-ef11-b8e8-002248006bd7,Less Serious,UNITED KINGDOM,Merchant Vessel >= 100gt,500gt or more,Passenger ship,Only passenger,International,,,TRUE,,0,280,100000,Steel,2001,0,0,0,0,0,1,0,1,No damage,No,No,None,No Pollution,1055,Mid-water,No,Accommodation,Stairway/Ladders,,,,AUSTRALIA,,,,,,2024-11-21
b86c7f41-5ea6-ef11-b8e8-6045bd0e3723,2024-11-01,No,2024,Less Serious,Accident to person(s),,,FALSE,"A cruise ship passenger slipped and fell, breaking their arm.",A cruise ship passenger was walking in an exterior accommodation deck area when they slipped. They were using crutches due to a problem with their knee and the crutches slipped on the wet deck causing the passenger to fall forward and fracture their arm. The wet floor may have contributed to the passenger falling over as well as their existing walking difficulties. There were no other defects found in the area. The passenger received medical treatment on the vessel and continued their cruise.,UK,,,19.2817,-68.0233,,,,b35ba5de-5ea6-ef11-b8e8-6045bd0e3723,Less Serious,UNITED KINGDOM,Merchant Vessel >= 100gt,500gt or more,Passenger ship,Only passenger,International,,,TRUE,,0,290,110000,Steel,2004,0,0,0,0,0,1,0,1,No damage,No,No,None,No Pollution,1083,Mid-water,No,Ship,Deck,Accommodation (outside accommodation spaces),,,UNITED STATES - US,,,,,,2024-11-21
3bc68a34-60a6-ef11-b8e8-6045bd0e3723,2024-11-01,No,2024,Less Serious,Accident to person(s),,,FALSE,A cruise ship crew member was injured when a frozen turkey fell on their toe.,"A cruise ship crew member was working in the galley area when they tried to move a trolly that had frozen turkeys on it. One of the turkeys, which weighed 2.6kg, fell from the trolly onto their toe causing a contusion. After receiving medical treatment on board, the crew member was signed off work for 7 days. The crew member was not wearing safety shoes at the time of the incident.",UK,,,-36.285,138.5933,,,,9dee80a0-60a6-ef11-b8e8-6045bd0e3723,Less Serious,UNITED KINGDOM,Merchant Vessel >= 100gt,500gt or more,Passenger ship,Only passenger,International,,,TRUE,,0,290,110000,Steel,2004,0,0,0,0,1,0,0,1,No damage,No,No,None,No Pollution,1067,Mid-water,No,Accommodation,Galley spaces,,,,AUSTRALIA,,,,,,2024-11-21
585f3162-62a6-ef11-b8e8-6045bd0e3723,2024-11-01,No,2024,Less Serious,Loss Of Control,Loss Of Propulsion Power,,FALSE,A fishing vessel experienced engine failure and was towed.,"A fishing vessel experienced engine failure. They called for assistance and dropped anchor. Another fishing vessel set up a tow and brought them back to port. There were no injuries, damage or pollution.",UK,United Kingdom,England,50.6202,-0.720717,,,,3a68a31e-64a6-ef11-b8e8-6045bd0e3723,Less Serious,UNITED KINGDOM,Fishing Vessel,Under 15m loa,Fishing vessel,Multipurpose,Other multipurpose,,,TRUE,,6.6,6.6,0.93,GRP,2007,0,0,0,0,0,0,0,0,No damage,No,No,None,No Pollution,2,Mid-water,n/a,,,,,,UNITED KINGDOM,Shoreham,,,,,2024-11-21
de1313c0-67a6-ef11-b8e8-6045bd0e3723,2024-11-01,No,2024,Less Serious,Loss Of Control,Loss Of Propulsion Power,,FALSE,A fishing vessel experienced engine failure.,"A fishing vessel experienced propulsion failure and called for help as they were half a mile from the coast. A local lifeboat launched and towed them back to safety. There were no injuries, damages or pollution.",UK,United Kingdom,Scotland,58.265,-6.136,,,,94b243d4-68a6-ef11-b8e8-6045bd0e3723,Less Serious,UNITED KINGDOM,Fishing Vessel,Under 15m loa,Fishing vessel,Potter,,,,TRUE,,6.9,7,2.9,GRP,1990,0,0,0,0,0,0,0,0,No damage,No,No,None,No Pollution,2,Mid-water,No,,,,,,UNITED KINGDOM,Stornoway,,,,,2024-11-21
a9d38698-25a7-ef11-b8e8-6045bd0daf39,2024-10-01,No,2024,Marine Incident,Loss Of Control,Loss Of Electrical Power,,FALSE,A service vessel experienced an electrical blackout.,"A service vessel experienced an electrical blackout during replacement of light fittings in the vicinity of one of the vessel's high voltage switchboards. The crew member who was working on replacing the light fittings leant heavily against a door to the transformer room that was fitted with a sensor. The sensor activated causing safety circuit systems to activate which opened the distribution transformer causing a knock on effect that resulted in failure of the 440 volt distribution which lead to propulsion failure. There was no damage, injuries or pollution.",UK,,,2.621667,1.376667,,,,b8ce569a-27a7-ef11-b8e8-0022481a8d5a,Marine Incident,UNITED KINGDOM,Merchant Vessel >= 100gt,500gt or more,Service ship,Other,,,,TRUE,,0,170,23000,Steel,2007,0,0,0,0,0,0,0,0,No damage,No,No,None,No Pollution,149,Mid-water,No,,,,,,SOUTH AFRICA,,,,,,2024-11-20
6eb5f186-4ea7-ef11-b8e8-000d3a0cd107,2024-11-01,No,2024,Marine Incident,Damage / Loss Of Equipment,,,FALSE,A bulk carrier's pilot ladder did not conform to SOLAS regulations,A bulk carrier's pilot ladder did not conform to SOLAS regulations. Significant play/movement in steps between chocks. Side rope crimps slipped and a number of steps sloped at an angle on one side.,UK,United Kingdom,Northern Ireland,54.7271,-5.6615,NA,,,efbe1b82-4fa7-ef11-b8e8-000d3a0cd107,Marine Incident,PANAMA,Merchant Vessel >= 100gt,500gt or more,Cargo ship,Solid Cargo,Bulk Carrier,,,TRUE,,0,220,43000,Steel,2020,0,0,0,0,0,0,0,0,No damage,No,No,NA,NA,,Arrival,Yes,Ship,Unknown,,,,INDONESIA,,,,,,2024-11-20
dcf36f2f-b9a8-ef11-b8e8-002248c75a95,2024-11-01,No,2024,Marine Incident,Damage / Loss Of Equipment,,,FALSE,A general cargo vessel had an inadequate pilot ladder arrangement.,A general cargo vessel had an inadequate pilot ladder arrangement due to the fact that the ladder was in poor condition. The bottom spreader was missing a chock making the step unstable and not horizontal. Other chocks were covered by electrical tape.,UK,United Kingdom,Northern Ireland,54.6946,-5.739,,,,97eb7665-b9a8-ef11-b8e8-002248c75a95,Marine Incident,PORTUGAL,Merchant Vessel >= 100gt,500gt or more,Cargo ship,Solid Cargo,General Cargo,,,TRUE,,83,89,2900,Steel,2008,0,0,0,0,0,0,0,0,No damage,No,No,None,No Pollution,,Departure,Yes,,,,,,UNITED KINGDOM,Belfast,,,,,2024-11-22
a8db3e79-c8a8-ef11-b8e8-002248c75a95,2024-11-01,No,2024,Very Serious,Grounding / Stranding,Drift,,FALSE,An inexperienced single handed sailing yacht crewmember got into difficulties and grounded.,A yacht with an inexperienced single crew member ran aground. The crew member was reportedly under the influence of alcohol at the time and had set out on a voyage without any planning and a friend called the authorities after discovering that the yacht had run aground. The emergency and search and rescue services attended and persuaded the crew member to come off their vessel which was aground in the surf and did not have an anchor to secure it. They were taken to temporary accommodation for the night before returning the next day. The vessel was handed over to the local authority who organised disposal as it was too damaged to recover.,UK,United Kingdom,England,50.7592,-0.8585,,,,65c3260e-d5a8-ef11-b8e8-002248006bd7,Very Serious,UNITED KINGDOM,Recreational (non Commercial),,Recreational craft,Sailboat (aux. motor),,,,FALSE,,0,6.9,0,Unknown,Unknown,0,0,0,0,0,0,0,0,Loss of ship -> Constructive loss,No,Yes,Damaged beyond repair.,No Pollution,1,Mid-water,No,,,,,,UNITED KINGDOM,South Hayling,,,,,2024-11-22
3b85f9fc-e7a8-ef11-b8e8-002248006bd7,2024-11-01,No,2024,Marine Incident,Damage / Loss Of Equipment,,,FALSE,A container vessel had an inadequate pilot ladder arrangement.,A container vessel had an inadequate pilot ladder arrangement because it had a tripping line fitted.,UK,United Kingdom,England,56.1284,-2.5533,,,,30592b9c-e8a8-ef11-b8e8-002248006bd7,Marine Incident,LIBERIA,Merchant Vessel >= 100gt,500gt or more,Cargo ship,Solid Cargo,Container Ship,,,TRUE,,140,140,9900,Steel,2008,0,0,0,0,0,0,0,0,No damage,No,No,None,No Pollution,,Arrival,Yes,,,,,,BELGIUM,,,,,,2024-11-22
37256982-18ab-ef11-b8e8-002248c7c668,2024-11-01,No,2024,Marine Incident,Loss Of Control,Loss Of Propulsion Power,,FALSE,Fishing vessel lost power resulting in being towed into harbour by another fishing vessel.,Fishing vessel lost power resulting in being towed into harbour by another fishing vessel.,UK,United Kingdom,Scotland,58.954667,-3.287833,n/a,,,9d411a79-19ab-ef11-b8e8-002248c7c668,Marine Incident,UNITED KINGDOM,Fishing Vessel,Under 15m loa,Fishing vessel,Potter,,,,TRUE,,5.9,6.5,1.1,Composite materials,1989,0,0,0,0,0,0,0,0,No damage,No,No,None,No Pollution,,Departure,n/a,Ship,Unknown,,,,UNITED KINGDOM,Stromness,,,,,2024-11-25
