Reference,NumberOfShipsInvolved,ShipsInvolved,SOLASStatus,FlagStates,IncidentDateTime,TypeOfCasualty,Coordinates,Location,NumberOfInvestigationReports,NumberOfAnalyses,InitialEvent,SummaryOfEvents,ShipType1,Consequences1,GrossTonnage1,ClassificationSociety1,Deadweight1,Cargo1,CrewOnboard1,PassengersOnboard1,OthersOnboard1,DeadMissingCrew2,DeadMissingPassengers2,DeadMissingOthers3,SeriouslyInjuredCrew2,SeriouslyInjuredPassengers2,SeriouslyInjuredOthers2,InvestationReportDate,AnalysisDate
"C0013539","1","SAMUS SWAN (IMO 9401312)","SAMUS SWAN: SOLAS","MLT","2021-09-11 13:47","Very serious","364500N 0124300E","Strait of Sicily 37 miles E of Pantelleria","2","1","Fire or explosion","Caught fire in the engine room and disabled whilst underway in the strait of Sicily 37 miles E of Pantelleria. Blaze extinguished by crew. Extent of damage was unknown. Two crew sustained injuries, one of whom was airlifted ashore by helicopter for medical attention. The 2 crew subsequently died. Nearby mv ASL Grace attended the scene. Subsequently taken in tow by AHTS Carlo Magno later the same evening to Augusta, Italy for inspection and repairs.","Chemical Tanker","Loss of life,Serious injuries,Ship rendered unfit to proceed","4001","[Other]","5717","","15","0","0","2","","","","","","2022-09-16","2023-02-20"
"C0013847","1","ARAFURA (IMO 9728708)","ARAFURA: Unknown/unspecified","BEL","2021-09-11 09:53","Very serious","561019S 0700440W","Open sea","2","0","","Two-seafarers deceased, due to hit by a seawave of abnormal height, which resulted in their deaths, on board the ship mts ARAFURA ( IMO No; 9728708) while the ship was enroute to Long Beach from Brazil.","Oil Tanker","Loss of life","154163","","298991","","23","0","","2","0","0","0","0","0","2023-08-01",""
"C0013336","1","ESRA C (IMO 9379662)","ESRA C: SOLAS","PAN","2021-09-08 14:00","Very serious","404629N 0293090E","Beldeport, Diliskelesi, Dilovası/Kocaeli, Turkey","1","1","Struck by an object","During the unloading operation of Panama registered bulk carrier ESRA C, at 08th of September 2021 around 14:00 LT (GMT+3) laden block cargo fell over a Turkish citizen shore worker in cargo hold number 4. Unfortunately, after a while the shore worker passed away.","Bulk Carrier","Loss of life","19825","RINA Services S.p.A (RINA)","31890","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-08-03","2023-02-20"
"C0013586","1","L'AMI SINCERE (-)","L'AMI SINCERE: Unknown/unspecified","FRA","2021-09-08 00:00","Very serious","494183N 0003431W","Open sea","2","0","","On September 08, 2021, in the early morning, L'AMI SINCERE leaves the port of Grandcamp-Maisy, for fishing. A person, without qualification or professional certificate, is embarked in place of an absent sailor. During a trap launching manouver, this person was swept overboard. Attempts to rescue the man overboard failed, and the victim was pronounced dead by drowning.","Fish Catching Vessel","Loss of life","10.35","","","","","0","","1","0","0","0","0","0","2022-07-13",""
"C0013575","1","MANDARIN HANTONG (IMO 9569956)","MANDARIN HANTONG: SOLAS","LBR","2021-09-02 13:20","Very serious"," ","Gabon","1","0","Occupational accident","On September 02, 2021 about 1320 LT, while the vessel completed her cargo loading operation at Owendo anchorage, Gabon, position Lat 00-17.0 N Long 009-25.8 E, the Able Seafarer (AB) who just had completed his 0800~1200 duty was assigned to secure the cargo crane No.2 and secure the electrical cable for No.1 crane/grab by Bosun at about 1250 LT with Cadet’s assistance. After lowering the crane jib to the secure position of crane No.2 the victim AB climbed down from crane No.2 emergency access of the crane cabin to the crane middle platform in order to proceed to secure the electrical cable for No.1 cargo crane. While the victim AB climbed down, he fell onto the cross deck After part of the cargo hold No.1. The victim AB was found lying head down against the hydraulic pipes, unconscious with a weak pulse and bleeding from his left ear. The Master contacted the local agent for medical assistance and administered the oxygen. The victim AB was lowered to the boat which was carrying out the draft survey with Chief Officer had sent the injured AB to shore hospital accompanied by 2nd.Officer and another AB. At  1440 LT, the shore doctor pronounced the injured AB deceased from his injuries.","Bulk Carrier","Loss of life","32987","","56741","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2023-06-23",""
"C0013536","1","ZILOS (IMO 9199206)","ZILOS: SOLAS","PAN","2021-09-01 17:00","Very serious"," ","South Atlantic Ocean, 800 miles of Uruguay","0","0","Fire or explosion","The ship sustained explosion in engine room, caught fire and lost power in the South Atlantic Ocean, 800 miles E of Punta Del Este, Uruguay at 1700 hours LT (UTC-3) on 1 Spetember 2021. 

A crew member died in the incident. The Uruguayan Navy salvage vessel ROU 'MALDONALDO' proceeded to the scene to assist. Owners hired AHTS 'BG WARRIOR' on 4 September 2021 to effected tow to an achorage off Montevideo, Uruguay arriving on 18 September 2021 for inspection. The ship was berthed alongside Montevideo on 23 September 2021 for repairs. ","Bulk Carrier","Loss of life","25543","Nippon Kaiji Kyokai (NKK)","46541","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013609","1","TEAL BAY (IMO 9343637)","TEAL BAY: SOLAS","IMN","2021-08-30 22:35","Very serious","450796N 0363490E","Kavkaz","1","1","Damages to ship or equipment","At about 2235 on 30 August 2021, the chief officer (C/O) of the Isle of Man
registered general cargo vessel Teal Bay was fatally injured when he was struck
on the head by a tensioned mooring line that sprang out of an open roller fairlead.
Teal Bay was loading grain when moored alongside an anchored bulk carrier. The
mooring line was being used to pull Teal Bay forward and it sprang free when its
lead angle became too great for the open fairlead to restrain it.","Open Hatch Cargo Ship","Loss of life","20236","DNV AS (DNV)","32327","Grain","16","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-08-12","2023-02-20"
"C0013573","1","Aries Sun (IMO 9321847)","Aries Sun: Unknown/unspecified","LBR","2021-08-29 11:20","Very serious"," ","Turkey","1","0","Occupational accident","On August 29, 2021 at about 1120 LT, the vessel at South of Bozcaada Anchorage, Turkey, Bearing and distance from Camlik Point 219 degrees and 1.86 Nautical Miles, Lat39 48.4 N Long 025 57.3 E, during the Demucking of cargo tanks in preparation for proceeding to drydock. The company Superintendent who had been overseeing the vessel for shipyard was inspecting the No.3 Pt COT tanks de-mucking had been found at the bottom of the tank by Cadet. The alarm was raised, the Chief Officer (C/O) and the Chief Engineer (C/E) entered the tank after verifying that the atmosphere in the space was tested and found safe to enter. They found the company Superintendent severe injury to his head, lying face down and without any sign of life.","Crude Oil Tanker","Loss of life","59158","","115567","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2023-06-01",""
"C0013585","1","FOLY (-)","FOLY: Unknown/unspecified","FRA","2021-08-28 00:00","Very serious","430505N 0060960E","Coastal waters (within 12 miles)","2","0","Fire or explosion","After refuelling a recreational motorboat exploded and a major fire started. Of the three people on board a woman was severely burned, her husband and daughter were lightly burned, another person on the quay was shocked. Faced with the difficulty extinguishing the fire, the motorboat was towed outside the port and sunk.","Other Activities Ships","Serious injuries,Ship rendered unfit to proceed","","","","","","0","","0","0","0","0","1","0","2022-07-13",""
"C0013562","1","MARIA LEONTINA (IMO 8799827)","MARIA LEONTINA: Unknown/unspecified","PRT","2021-08-23 00:00","Very serious","374616N 0254883W","Coastal waters (within 12 miles)","3","0","Damages to ship or equipment","On 23-8-2021 whilst at sea returning from fishing one crew member was seen on the kitchen deck with spasms due to electrocution. SAR was requested and the crew provided life support. The injured crew member was taken to hospital where he passed away two days later.","Fish Catching Vessel","Loss of life,Ship remains fit to proceed","155","","","","8","0","0","1","0","0","0","0","0","2022-06-20",""
"C0013331","1","GLOBAL LAKE (IMO 9427469)","GLOBAL LAKE: SOLAS","LBR","2021-08-17 17:30","Very serious","352579N 0025340E","At Sea","1","0","Tank Cleaning incident","On August 25, 2021 at about 1730 LT, the vessel departed from Bejaia, Algeria to Cartagena / Spain to load the cargo, when the vessel position Lat 35-25.8 N Long 002-53.4 E, the Master, Bosun, and 2 Able Seafarers (ABs) were collapsed inside the cargo tank No.4 Stb and No. 4 Pt where the crews had been carrying out washing, mopping tank cleaning operation of previous cargo ““crude degummed soybean oil”. 
During the afternoon, the AB1 who was on duty at the main deck at the No.4 Pt tank manhole saw the Bosun and AB2 lying down at the bottom of the tank. The Master and Chief Officer (C/O) were notified immediately as they proceeded to the scene.  When they were at the scene, noted that the AB1 was also lying down at the bottom of the tank. The Master immediately entered the tank without PPE. The Master collapsed as soon as he reached the tank bottom. The rescue team had been activated immediately and lifted the victims from the tank. The Shore Medical advice and helicopter assistance were requested. The Helicopter rescue team arrived at the vessel and declared that the Master, Bosun, and AB2 were deceased. The AB1 was evacuated to the nearest shore hospital. 
","Chemical Tanker","Loss of life","5424","Bureau Veritas (BV)","7538","Oil","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-06-11",""
"C0013617","1","SEAWORKER (-)","SEAWORKER: Unknown/unspecified","SWE","2021-08-17 00:00","Very serious","560516N 0153526E","Archipelagos","2","0","Stranding / grounding","At noon on 17 August 2021, the work vessel SEAWORKER ran aground at Bredbden south of Karlskrona. Two people were on board, the master and a deckhand. They had been on their way from Utklippan back to Karlskrona. Automatic steering was used to keep the course. Some time into the trip, the master became very tired and felt that he needed to rest. He then left the conning of the ship to the deckhand, who, however, remained in the passenger seat. The deckhand lacked nautical competence, but had been on trips to Utklippan before. Just before Bredbden, the deckhand noticed that they were about to run aground. There was no time to make any corrective measures and the ship hit the ground at a speed of about 15 knots. The sea rescue operation was hampered by the fact that the area around the ship was shallow and no other ships could go near SEAWORKER. Both crew members were rescued by being lifted into a sea rescue helicopter, less than an hour after the grounding. The crew of SEAWORKER escaped with bruises and abrasions. The damage to the SEAWORKER, however, was extensive and the ship was later scrapped. At the time, there was a weak southwesterly wind and meter-high swells. The visibility was very good. The grounding was caused by a lack of attention to lookout and navigation. Due to fatigue, the master left the operation of the ship to the deckhand, who had no formal nautical training. He also did not have proper conditions to be able to perform the task as he remained in the passenger seat in the wheelhouse. An underlying reason may be that the master was ill the previous week and probably misjudged his general condition, this in turn may have influenced the decision to let the deckhand handle the ship from the passenger seat.","Other Activities Ships","","","","","","","0","","0","0","0","0","0","0","2022-08-18",""
"C0013571","1","KOI (IMO 9461489)","KOI: SOLAS","LBR","2021-08-16 15:05","Very serious"," ","Mediterranean Sea","1","0","Electric shock","On August 16, 2021 at about 1505 LT, while en route from Jeddah, Saudi Ariba to Tanger Med, Morocco loaded with General Cargo in Containers, at the Mediterranean Sea, position Lat 33-47 N Long 024-43 E, the Electrician (E/O) who was working at main cooling seawater pump No.2 motor located at engine room bottom platform had an electric shock when he was connecting winding heater cables. The Wiper 1 who was assigned to work together with E/O had noticed the situation had pulled the electric cables from E/O’s hand and tried to revive him. Wiper 1 ran and called for help to C/E and 2/E who were in Engine Room(E/R), they both went down, raised the alarm, and started given CPR.
The E/O was found unconscious with no external injury, CPR was given continuously. The Master contacted RCC Alexandria but not responded, contacted MEDICO ISRAEL by phone and informed the situation, the distance from the nearest land, and requested a medical evacuation. MEDICO ISRAEL relayed the message to RCC GREECE. 
The RCC GREECE responded to send their helicopter evacuation and instructed the vessel to the rendezvous point at KRITI ISLAND, GREECE. On August 16, 2048 LT, the rescue helicopter airlifted the injured E/O to shore hospital. Unfortunately, the E/O was declared Dead on Arrival by the hospital.
","Container Ship (Fully Cellular)","Loss of life","91585","","102518","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2023-03-27",""
"C0013337","1","NIÑA AMYLU (-)","NIÑA AMYLU: Non-SOLAS","ECU","2021-08-12 20:00","Very serious","024900S 0801700W","Puna Island","1","0","Fire or explosion","On Thursday, August 12, 2021 at 8:00 p.m. approximately, the fishing boat ""NIÑA AMYLU"" was sailing high near the point of ""Subida Alta"", two of the people on board noticed smoke was coming out from engines room, when they entered the engine room there was fire, at that moment they gave the alert to the rest of the crew and proceeded to release other small boats tied up to the vessel stern, in matters of minutes the ship was filled with smoke and the crew trying to save itself from the flamesafter that the engine room make an explosion.
There were 19 crew members on the ship, two of them without authorization, of which 18 were rescued by another fishing boat named Merlina who gave alert the authorities. One crew member was found death 4 days later. ","","Loss of life,Total loss of the ship","131.96","[No class]","","fishing boat","19","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2021-12-20",""
"C0013691","1","ARKLOW CLAN (IMO 9757113)","ARKLOW CLAN: Unknown/unspecified","IRL","2021-08-11 17:49","Serious","570857N 0020500W","Port","3","0","","The general cargo vessel Arklow Clan, berthed alongside at the Port of Aberdeen, Scotland, United Kingdom (UK) during the afternoon of 11 August 2021, in ballast condition, and scheduled to commence loading a cargo of scrap metal in bulk the following morning. At around 17.49 hours (hrs), three crewmembers commenced lowering the walkway handrails in preparation for loading operations. Whilst lowering the handrails, the Second Officer lost his footing, falling around 3.6 metres (m) from the walkway to the quay below. As a result of the impact the Second Officer sustained serious injuries to both his legs, necessitating an extensive period of hospitalisation, multiple surgeries, and rehabilitation.","General Cargo Ship","","2999","","5094","","","0","","0","0","0","0","0","0","2023-01-04",""
"C0013569","1","FORMOSABULK  CLEMENT (IMO 9222742)","FORMOSABULK  CLEMENT: SOLAS","LBR","2021-08-09 18:38","Very serious","264759S 1531468E"," Brisbane Outer Anchorage, Australia","1","0","MOB","On August 9, 2021, at about 1838 LT, the Chief Officer(C/O) who climbed down the Port side combination ladder to service boat had been pinched by the launch boat and fell into the sea at position Lat 26-47.6 S Long 153-14.7 E. The Man Over Board C/O was recovered by Launch boat and given CPR. The launch boat turned back ashore with C/O for about 40 minutes to a local hospital, Unfortunately, after 3 hours of emergency medical treatment, the C/O was pronounced deceased at 2130 LT on 9th.August 2021. The weather was recorded as Overcast Sky, Visibility- Good, Sea-Moderate, Swell- Rough with Fresh Breeze.","Bulk Carrier","Loss of life","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-08-22",""
"C0013693","1","Frazer Tintern (-)","Frazer Tintern: Unknown/unspecified","IRL","2021-08-05 18:05","Serious","521326N 0065759W","Inland waters","1","0","Fire or explosion","At approximately 18.05 hours (hrs) on 5 August 2021, when en route to Passage East, Co. Waterford the Master of the vessel Frazer Tintern detected a strong smell of diesel fuel. At that point, a crewmember called him to say that he could also get a strong smell of diesel and was going to investigate. When the crewmember got to the mesh door at the number one (No.1) engine compartment he was met with black smoke and flames. The crewmember notified the Master straight away that they had a fire onboard. The Master immediately shut down the No.1 engine and turned off the engine room fans. Two crewmembers then activated two portable fire extinguishers and rigged fire hoses to provide boundary cooling. The vessel continued to the Passage East slipway to get passengers off as quickly and safely as possible. As a precaution all passengers were summoned to the muster station and issued with lifejackets. On the way to the Passage East slipway the fire was brought under control. On arrival at Passage East all passengers and vehicles were disembarked in a safe manner. The vessel was then secured, and the remaining engines shut down. When the smoke dispersed fully the crew investigated the engine room to confirm the fire had been extinguished.","Passenger / Ro-Ro Cargo Ship","","","","","","","0","","0","0","0","0","0","0","2023-01-04",""
"C0013338","1","WAYRA (-)","WAYRA: Non-SOLAS","ECU","2021-08-04 09:00","Very serious","002900S 0762400W","NAPO RIVER","1","0","Collision","On Wednesday August 04, 2021 aboard the river fast boat named ""WAYRA"" with two crew members and 12 passengers, at approximately 9:00 a.m. near the Añangu commune in the Napo River. The incident occurred because of the motorist of the boat was not able to see a piece of wood in the river because of the fast speed of the boat. He could not perform the appropriate maneuver, the wood hit the engines and as a result of that it loses the control of the unit causing the turn and capsizing of the vessel, 06 people on board died because of the closed structure of the vessel and the river current.","","Loss of life","13.5","","","","2","12","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2021-12-16",""
"C0013631","1","SIEMPRE SAN SALVADOR (IMO 9020948)","SIEMPRE SAN SALVADOR: Non-SOLAS","ARG","2021-07-31 21:00","Very serious","362470S 0551410W","Mar Argentino, Zona Económica Exclusiva. San Clemente del Tuyu.","0","0","Capsizing / listing","El 31 de julio de 2021, aproximadamente a las 21:00 horas, el buque pesquero Siempre San Salvador, bandera argentina, se hundió mientras realizaba faenas de pesca aproximadamente a 70 millas náuticas al este de la localidad de San Clemente del Tuyu, provincia de Buenos Aires. Las condiciones meteorológicas eran favorables para la navegación. El B/P El Faro rescató a toda la tripulación.","Fishing Vessel","Total loss of the ship","149","[Flag Administration]","116","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013630","1","HOEGH ESPERANZA (IMO 9780354)","HOEGH ESPERANZA: SOLAS","XNA","2021-07-29 22:30","Serious","351003S 0565877W","Río de la Plata. Km 145, Canal Punta Indio","1","0","Stranding / grounding","El día 29 de julio de 2021 el buque tanque gasero Hoegh Esperanza, bandera noruega, en navegación de entrada por el Río de la Plata, quedó varado en el veril verde del Kilómetro 145 del Canal Punta Indio (ex Par 21) obstruyendo parcialmente la navegación.","Gas Processing Vessel","Ship remains fit to proceed","110499","","92217","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2023-01-26",""
"C0013727","1","SUVARI H (IMO 9055931)","SUVARI H: SOLAS","GAB","2021-07-29 00:00","Very serious","215500N 0655000E","Arabian Sea","0","0","Capsizing / listing","Capsized and sank whilst underway in the Arabian sea 200 miles SW of Dwarka, India in lat. 21° 55' 09"" N, long. 65° 50' 21"" E on 29/07/21 in heavy weather. The 18 crew members abandoned ship into the water. A Pakistan navy aircraft flew over the scene and air dropped life rafts to assist the crew. 5 crew were rescued by passing MT 'Elan Vital', 5 by MT 'Desh Abhimaan' and 5 by an unknown vessel. The 15 survivors were transferred to the Pakistan navy frigate 'Aslat' and Pakistan maritime security patrol vessel 'Kashmir' and taken to Karachi, Pakistan. No serious injuries reported. SAR operations effected for 3 missing crew.","General Cargo Ship","Loss of life,Total loss of the ship","7708","","9454","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013532","1","SHENG PING 001 (IMO 9678965)","SHENG PING 001: Unknown/unspecified","CHN","2021-07-25 10:57","Very serious","221800N 1150100E","South China Sea, 18 miles SE of Hui Dong, China","0","0","Capsizing / listing","The ship developed list, capsized and sank in the South China Sea, 18 miles SE of Gangkou Zhen, Hui Dong, China in LAT. 22 18'36""N, LONG. 115 01'25""E at 1057 hours LT (UTC+8) on 25 July 2021. The incident was reportedly due to a leg punch through. Several crew fell overboard, 61 crew were evetually rescued by nearby vessels and 4 went missing. Local authorities dispatched rescue vessels and helicopters to conduct SAR operations. Divers searched the sunken wreck but were unable to locate the missing crew. No pollution was reported.","Offshore Construction Vessel, jack up","Loss of life,Total loss of the ship","6700","China Classification Society (CCS)","1604","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013629","1","CONARPESA I (IMO 6908723)","CONARPESA I: Non-SOLAS","ARG","2021-07-23 18:40","Very serious","432000S 0621300W","Mar Argentino, Zona contigua. ZEEA (Zona Económica Exclusiva)","0","0","Work accident","El 23 de julio de 2021 a las 1840 horas un auxiliar de máquinas sufrió un shock eléctrico mientras se encontraba realizando tareas en su puesto de trabajo.","Fish Factory Ship / Fish Carrier","Loss of life","761","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013728","1","KANCHAN (IMO 8872095)","KANCHAN: SOLAS","IND","2021-07-21 00:00","Very serious","201100N 0723700E","Gulf of Khambhat","0","0","Capsizing / listing","The ship sustained main engine failure, took water and subsequently sank in the Gulf of Khambhat 8 miles W of Umargam, India in lat. 20° 11' 28"" N, long. 72° 37' 05"" E on 21/07/21 in heavy weather. The engine failure was reported due to fuel contamination. Anchored to await assistance. MV 'Hermeez' attended the scene and rescued all 12 crew. The vessel was left adrift and subsequently sank further NE the following day. Wreck to be removed from Oct 2022.","General Cargo Ship","Total loss of the ship","1478","","2277","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013547","1","BARU (IMO 9813096)","BARU: SOLAS","MHL","2021-07-20 11:15","Very serious","515611N 0033711E","Rotterdam OPL Anchorage","1","0","Fall from height","Deck Cadet fell approximately 8.5 m from the free fall lifeboat davit platform to the Poop Deck. He died several days later as a result of the injuries he received.","Bulk/Oil/Chemical Carrier (CLEANBU)","Loss of life,Ship remains fit to proceed","54043","DNV AS (DNV)","82425","","25","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2023-07-05",""
"C0013655","1","TOEWI VI (-)","TOEWI VI: Unknown/unspecified","DEU","2021-07-20 10:30","Less serious","533997N 0070809E","Archipelagos","1","0","Machinery damage","On the journey from Juist to Norddeich, the outboard engine of the boat failed. The taxi boat, which had seven passengers on board, was towed safely to Norddeich harbour by another taxi boat.","Other Ships Structures","Ship remains fit to proceed","","","","","2","7","7","0","0","0","0","0","0","2022-10-24",""
"C0013639","1","JALMA TOPIC (IMO 9309655)","JALMA TOPIC: SOLAS","LBR","2021-07-19 03:23","Serious","353100N 0895500W","Mile 93.5 on the lower Mississippi near New Orleans Louisiana , USA","0","0","Contact","The Liberia Registered bulk carrier JALMA TOPIC was sailing in ballast upriver on the Lower Mississippi River, when it lost steering and struck a barge with an office accommodation structure on the river bank at mile 93.5 near New Orleans, Louisiana. None of the 3 persons on the office barge, or 20 persons (19 crew and a pilot) on the JALMA TOPIC were injured. The office barge and moorings sustained serious damage. The bow of the JALMA TOPIC was also damaged. There was no pollution. 

After the incident, a pilot boarded the vessel and requested tug assistance to secure the vessel.  

On July 13 and 14, 2021, a Lloyds Surveyor attended the JALMA Topic and structural repairs were identified. 

On July 15 2021, a technician from Mackay Marine attended the JALMA TOPIC, and found a defective relay contact, for the Port feedback operation signal on steering pump No1. It was promptly renewed by vessel’s spare and the system tested satisfactory. As per preventive action the relays contact for the Steering Gear No2 were renewed accordingly. 

On July 26, 2021 repairs were completed to the satisfaction of the attending surveyor, the vessel operator, and the US Coast Guard. 
","Bulk Carrier","Ship remains fit to proceed","30369","","51966","dry bulk","19","","1","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013481","1","AGGERSE (-)","AGGERSE: Unknown/unspecified","DNK","2021-07-18 00:00","Very serious","571504N 0083580E","Coastal waters (within 12 miles)","3","0","Fire or explosion","AGGERSE was enroute from the fishing ground to the port of Hirtshals when the ship suddenly listed to port and lost stability. The crew decided to resue themselves by means of the liferaft. Hours later the ship foundered.","Fish Catching Vessel","Ship rendered unfit to proceed,Total loss of the ship","163.3","","","","3","0","0","0","0","0","0","0","0","2022-02-24",""
"C0013587","2","L'OCARINA (-), MANGA REVA (-)","L'OCARINA: Unknown/unspecified, MANGA REVA: Unknown/unspecified","FRA","2021-07-13 00:00","Very serious","474378N 0044164W","Open sea","2","0","Collision","On July 13, 2021 at 03:15 the trawler MANGA REVA sets sail from Guilvinec to go to the langoustine fishing area located 14 miles from the port. Twenty minutes later, the trawler L'OCARINA sets sail in turn to go to the same fishing grounds. At 05:40, the MANGA REVA arrived in the area and changed course to launch its fishing gear, the crew was on the working deck to carry out this maneuver. The skipper takes an overview of the situation on the water before going down to join them. He sees a ship heading towards him, he is less than a mile away, he believes that ship has seen him and is going to maneuver. He descends at the controls of the winch. The sailors are at their posts near the poop on each side. The ship is on autopilot, no one keeps watch on the bridge. The working deck is a covered deck, so there is no side visibility. The second ship, L'OCARINA is on its way. The skipper and a seaman are resting at the crew station. The other seaman, who is on watch, leaves him momentarily to go down on deck. This ship is therefore also left without watch for a few minutes. The road of L'OCARINA then crosses the road of MANGA REVA which in the meantime has changed course. The OCARINA approached the MANGA REVA on her aft starboard side. The MANGA REVA fills with water and sinks. The crew members are all picked up by another ship present in the area.","Fish Catching Vessel","Serious injuries,Total loss of the ship","43.9","","","","","0","","0","0","0","1","0","0","2022-07-13",""
"C0013503","1","MV SHWE THU WAN (-)","MV SHWE THU WAN: Non-SOLAS","MMR","2021-07-10 07:45","Serious","164800N 0960600E","Family Win Dry dock, Hlaingtharyar Township, Yangon, Myanmar","0","0","Fire or explosion","On the day of 10-Jul-2021, 0745 hrs local time, while cargo vessel “MV SHWE THU WAN” (Official Number 6205A) was docked and carrying out repair for hull plates at Family Win Dry dock, fire started to break out in her no.5 port side cargo hold and then fire spread to engine room.
Due to the presence of combustible materials in the engine room, fire was developed up to the wheel house through the accommodation and finally it was extinguished in 0835 hrs local time by the firefighting of ship crew, dock staff and the downtown fire brigade.
","","Ship rendered unfit to proceed","478.6","[Flag Administration]","","General Cargo","12","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013863","1","WILMAR (IMO 8835906)","WILMAR: Unknown/unspecified","BEL","2021-07-05 09:00","Less serious","514322N 0060205W","Open sea","1","0","","After lifting the fishing nets, debris was removed from the net. A piece of wood was entangled in the net. When removing the piece of wood a finger got stuck in the net. When trying to pull the net off the finger, the top of the finger was cut off . The victim was wearing gloves.","Fish Catching Vessel","Serious injuries","207","","","","","0","","0","0","0","1","0","0","2023-08-01",""
"C0013628","1","FLORIDA BLANCA IV (IMO 6605280)","FLORIDA BLANCA IV: Non-SOLAS","ARG","2021-07-05 03:26","Very serious","431300S 0650200W","Puerto Madryn, Muelle Almirante Storni, Provincia de Chubut","0","0","Collision","El día 05 de Julio de 2021 a las 03:26 horas el B/P “Florida Blanca IV” colisiono contra el muelle Almirante Storni. Como consecuencia del suceso se ocasionaron daños materiales en el buque y en el muelle.","Fishing Vessel","Ship rendered unfit to proceed","200","[Flag Administration]","245","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
