Reference,NumberOfShipsInvolved,ShipsInvolved,SOLASStatus,FlagStates,IncidentDateTime,TypeOfCasualty,Coordinates,Location,NumberOfInvestigationReports,NumberOfAnalyses,InitialEvent,SummaryOfEvents,ShipType1,Consequences1,GrossTonnage1,ClassificationSociety1,Deadweight1,Cargo1,CrewOnboard1,PassengersOnboard1,OthersOnboard1,DeadMissingCrew2,DeadMissingPassengers2,DeadMissingOthers3,SeriouslyInjuredCrew2,SeriouslyInjuredPassengers2,SeriouslyInjuredOthers2,InvestationReportDate,AnalysisDate
"C0013844","1","Kiran Anatolia (IMO 9650171)","Kiran Anatolia: Unknown/unspecified","MLT","2022-06-05 09:40","Very serious","313270N 0295209E","Open sea","1","0","Fire or explosion","In the morning of 05 June 2022, whilst Kiran Anatolia was drifting outside Egyptian territorial waters, the crew members observed a fire rising from the port side of the main deck. Soon after, they saw the deck fitter, covered in flames, jumping overboard. The deck fitter was recovered and evacuated to a shore hospital. However, he succumbed to his injuries a few days later. The fatally injured deck fitter had commenced hot work on a leaking section of hydraulic oil pipes on the main deck. The safety investigation concluded that the fire started either from a flashback at the oxy-acetylene torch, or by the ignition of hydraulic oil.","Bulk Dry (general, ore) Carrier","Loss of life,Ship remains fit to proceed","36353","Lloyd's Register (LR)","63478.1","","22","0","0","1","0","0","0","0","0","2023-07-19",""
"C0013752","1","TORO (IMO 9208124)","TORO: Unknown/unspecified","LBR","2022-06-02 08:13","Very serious","242510N 0363590E","Red Sea","0","0","Others","Chief Officer collected crew (Bosun, Pumpman, AB1 and AB2) and instructed them regarding planned work and entering into enclosed spaces. C/O started to prepare check lists and gas detectors. The Pumpman went on deck and did not find the Bosun and AB1 near the number 5 Pt WBT where they were assigned. The pumpman tried to contact them via VHF  but found they were in Number 5 Pt WBT and the VCHF was disconnected. General alarm was sounded and the team recovered the Bosun and AB1 from the WBT and transferred them to the hospital room. The AB! was dead and the BOSUN died 3 hours later.","Chemical/Products Tanker","","23235","","37418","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013632","1","HENDRIKA JACOBA (IMO 9877389)","HENDRIKA JACOBA: Unknown/unspecified","GBR","2022-05-29 00:00","Very serious","564206N 0081339E","Port","2","0","","A deckhand fell into the sea between quay and ship as he attempted to enter the ship at nighttime. As he was alone on the pier, nobody knew he had fallen into the sea until 10 hours later, when the accident was observed on CCTV. 17 hours after the accident, his body was found in the water aft of the ship.","Fish Catching Vessel","Loss of life","251","","","","5","0","0","1","0","0","0","0","0","2022-09-12",""
"C0013721","1","CETUS (IMO 8108949)","CETUS: SOLAS","COM","2022-05-27 00:00","Very serious","144429N 0703056W","Aruba","0","0","Sinking","The ship took water, lost power and subsequently sank in the Caribbean Sea 153 miles NW of Noord, Aruba in LAT. 14 44' 29"" N, LONG. 070 30' 57"" W early am on 27 May 2022 in heavy weather.
All 16 crew abandoned the ship into the water. A curacao coast guard Dash-8 aircraft proceeded to the scene and air-dropped 2 life rafts to the crew. 9 crew were subsequently rescued from one raft by passing MV 'Melba' and taken to la Guaira, Venezuela. 5 crew were rescued from the other raft by MV 'UBC StavengeR' and taken to Point Lisas, Trinidad. The remaining 2 crew were reported missing. The master died of a heart attack after being rescued.","Products Tanker","Loss of life,Total loss of the ship","1979","","2346","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013838","1","OPALINE (IMO 9424869)","OPALINE: Unknown/unspecified","MLT","2022-05-26 16:03","Serious","515386N 0041389E","Port","1","0","","In the afternoon of 26 May 2022, while the vessel was at Rotterdam, deck crew members were assigned various maintenance tasks around the vessel. One crew member was cleaning the bulkhead near the stern ramp with pressurised water. He stood inside a basket, secured to the vessels forklift truck, and raised to a height. On completing the job, the crew member leaned over to one side to signal to the other crew member on the deck but fell in the process. The safety investigation concluded that the centre of gravity of the crew member shifted outboard, causing the basket to break the securing rope and topple over, resulting in the crew members fall.","Ro-Ro Cargo Ship","Serious injuries","33960","Lloyd's Register (LR)","13439","Roll-on/Roll-off","21","0","0","0","0","0","1","0","0","2023-07-11",""
"C0013853","1","RENILDE (-)","RENILDE: Unknown/unspecified","BEL","2022-05-19 20:45","Less serious","511043N 0024622E","Open sea","1","0","Stranding / grounding","Fishing vessel O.190 RENILDE was fishing parallel with the coastline, at approximately 250m from the low water line. After turning the vessel 180, the skipper headed towards the coastline again to get back on a parallel course close to the low water line. The vessel's speed was approxiamtely 5 knots at that moment. SB net sank deeper in the sandy sea bottom than PS net and so pulled the vessel to SB. At app.2030, an alarm sounded in the engine room. The skipper on duty, who was the only motorman on board, turned the vessel about 30 to PS, away from the coast. He called one of the Ab to take over the rudder and went to the engine room before the AB appeared on the bridge. After 7 minutes, the skipper came back on the bridge, justa little bit later than the AB. The skipper noticed that the vessel did not turn to PS and that the vessel was very clos to the shore. The skipper steered the vessel away from the shore and stopped the engine, but the vessel did not immediately loose speed. Then, the skipper started hauling the nets, but as the power of the winch was related to the ship's engine, the nets only went up slowly. As the distance to the coast whad become very limited and as it was low tide, the vessel grounded. A colleague, fv N86-RUDY was hailed on VHF to assist; Fv N86 RUDY tried to get close to fv O.190-RENILDE, but it was not possible to make fast due to the restricted depth. Subsequently, the MRCC was called for assistance. Rescue boat BRANDARIS was tasked at 2115, but when BRANDARIS arrived at 2138, fv O.190-RENILDE was stuck on the beach as the tide was lowering. During the next high tide, Rescue boat BRANDARIS assisted O.190-RENILDE to get afloat.At 0147, the fishing vessel continued her voyage.","Fish Catching Vessel","","68","","","","3","0","0","0","0","0","0","0","0","2023-08-01",""
"C0013722","1","AKUA (IMO 8826369)","AKUA: SOLAS","VUT","2022-05-10 11:30","Very serious","452100N 0371956E","The Russian Federation","0","0","Fire or explosion","The ship caught fire on the bridge whilst anchored in Temryukskiy Zaliv, 2 miles NW of Temryuksky Raion, Russia, in LAT. 45 21' 00"" N, LONG. 037 19' 57 "" E at 11:30 hours LT (UTC+3) on 10 May 2022.
A 30 square metre area of the bridge sustained damage. The crew extinguished the blaze, and one crew member died. Local authorities dispatched the rescue vessel 'Spasatel Demidov' and tug 'Admiral Lazarev' to the scene to assist.","General Cargo Ship","Loss of life","2980","","3332","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013625","1","INDIANA JONES (IMO 8806149)","INDIANA JONES: Unknown/unspecified","DEU","2022-04-28 00:00","Less serious","344369N 0341703E","Coastal waters (within 12 miles)","2","0","","On 28 April 2022 around noon, while General Cargo vessel INDIANA JONES was approaching Cyprus / Vasiliko Port Anchorage, the Master saw suddenly ahead of the vessel, a Fish Cave (subsequently came to be one of the Caves of Kimagro Fish Farm). He immediately changed over from automatic to manual steering, turned the wheel hard-to-port to avoid the Fish Cave and again to starboard to not get it with the propeller. The speed was also reduced, in two minutes dropped from 11.6 to 7.1knots. The Master did not realise that his ship contacted the Fish Cave. He considered that the ship passed clear of the Fish Cave nets. At the moment the contact was made, the distance in the ECDIS, between the Fish Farm and the vessel was 1 cable. The Master did not expect to see a Fish Farm Cave ahead of the ship. He was following the course according to the voyage plan (pre-planned course in ECDIS), which passes clear of the Fish Farm, at a distance of 1 cable abeam. The next day 29/04/2022 in the morning, a person who claimed to be Manager of the Kimagro Fish Farm, boarded the vessel and informed the Master that the ship destroyed part of the Fish Cave nets. The Master because it was very likely to have contacted the Fish Cave, accepted responsibility of the alleged incident and informed the vessels Owner/DPA, who said that will advise his P&I Club. On 29/4/2022 at 14:30 LT, Cyprus Police get the Master to Police Station ashore for statement. On 30/04/2022, MAIC Investigator boarded the vessel and carried out investigation. Interviewed the Master and Chief Officer shot photographs and collected documents as well as ECDIS screen shots. The same day, Cyprus Port State Control (PSC) boarded the vessel and was briefed by the Master on the incident. Due to the fact that the vessel had no priority for PSC inspection and because there was no damage, not even scratches on the hull/bow, no PSC inspection was carried out.","Bulk Dry / Oil Carrier","Ship remains fit to proceed","3826","","","","","0","","0","0","0","0","0","0","2022-08-30",""
"C0013543","1","Kazu I . (-)","Kazu I .: Non-SOLAS","JPN","2022-04-23 01:15","Serious"," ","Northernmost Japanese main island of Hokkaido","0","0","Sinking","Kazu I lost contact after reporting it was taking on water. Then the vessel tilted 30 degrees before losing contact

Wind and high surf advisories were issued in the area on Saturday, water temperatures in the area were around 2 °C to 4 °C in recent days.

The 24 passengers aboard ranged in age from under 10 to the 70s and included two children, according to the coast guard and the transport ministry. Nine of the 11 confirmed dead were found in the water or on nearby rocks around 10 kilometres from where the boat issued its first rescue call. All passengers and crew were believed to be wearing life jackets.
","Other Activities Ships","Loss of life","19","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013717","1","ALBATROS (IMO 8978992)","ALBATROS: SOLAS","ECU","2022-04-23 00:00","Very serious","004500S 0901818W","Ecuador","1","0","Sinking","The ship sank whilst moored in Bahia academy off Puerto Ayora, Galapagos Islands, Ecuador in LAT. 00 45' 00"" S, LONG. 090 18' 18"" W AM on 23 April 2022.
All 4 crew members were rescued. No injuries were reported. Minor oil pollution was reported in surrounding waters. Anti-pollution booms were deployed and clean-up measures were effected by local authorities.
","Passenger/Cruise","Pollution,Total loss of the ship","135","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2023-07-26",""
"C0013716","1","NCC SAFA (IMO 9411329)","NCC SAFA: SOLAS","SAU","2022-04-20 00:00","Very serious","523102N 0041815E","The Netherlands","0","0","Hull failure / failure of watertight doors / ports, etc.","The ship sustained an explosion whilst anchored in the North Sea 11 miles NW of Ijmuiden, Netherlands, in LAT. 52 31' 02"" N, LONG. 004 18' 16"" E PM on 20 April 2022.
KNRM despatched rescue vessels 'Adriaan Hendrik' and 'Donateur' to the scene. 1 crew member died, and another was seriously injured. The injured crew member was airlifted by helicopter to the hospital at Alkmaar, Netherlands, for medical attention. The ship berthed at Amsterdam, Netherlands, on 21 April 2022 for inspection and repairs.","Chemical/Products Tanker","Loss of life","29205","","45471","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013714","1","TRUONG NGUYEN 68 (IMO 8667256)","TRUONG NGUYEN 68: SOLAS","VNM","2022-04-19 10:00","Very serious","205636N 1063602E","Viet Nam,","0","0","Fire or explosion","The ship sustained an explosion whilst undergoing repairs with hot works in a shipyard at Thuy Nguyen, Hai Phong, Viet Nam, in LAT. 20 56' 37"" N, LONG. 106 36' 02"" E  at 10:00 HOURS LT (UTC+7) on 19 April 2022.
2 workers died. Sustained serious damage to the aft holds. Inspection and repairs effected. The reported cause of the explosion was an ignition of gas leaked from the welding equipment.
","General Cargo Ship","Loss of life","999","","1965","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013715","1","GENERAL ROMULO (IMO 9160499)","GENERAL ROMULO: SOLAS","PHL","2022-04-17 09:40","Very serious","101255N 1234909E","The Philippines","1","0","Fire or explosion","The ship sustained an explosion and caught fire in the aft section whilst anchored in the Cebu strait 1.5 miles off Talisay, Philippines, in LAT. 10 12' 55"" N, LONG. 123 49' 10"" E at 09:40 hours LT (UTC+8) on 17 April 2022, in good weather.
Philippine coast guard dispatched patrol boat BRP 'Malamawi' to the scene. The crew were evacuated from the vessel due to the intensity of the blaze. The blaze was subsequently extinguished 4 hours later. Sustained fire damage to the aft section and the accommodation. one crew member died, and 3 others sustained burn injuries and were taken to the hospital for medical attention, subsequently towed by 3 tugs to berth at Cebu, Philippines, on 23 April 2022 for cargo discharge and inspection.","Container Ship (Fully Cellular)","Loss of life","4028","","5250","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2023-07-21",""
"C0013719","1","CHUANG YI (IMO 9196656)","CHUANG YI: SOLAS","PAN","2022-04-16 15:15","Very serious","214025N 1170831E","China","0","0","Fire or explosion","The ship sustained an explosion and caught fire from a generator whilst underway in the South China Sea 96 miles SE of Huilai, China, in LAT. 21 40 26 N, LONG. 117 08 31 E AT 15:15 hours LT (UTC+8) on 16 April 2022 in sea state 5.
The blaze was extinguished at 2100 hours LT. 1 crew member died, and 6 sustained injuries. The Hong Kong government flying service dispatched 2 h-175 helicopters and an aircraft to the scene. The injured crew members were airlifted to Hong Kong for medical attention. The ship was taken in tow by the tug 'Yu Da NO. 568' on 24 April 2022 towards Taiwan, China for fuel oil transfer to MT 'Fusion Energy' before arriving at Anping, Taiwan, China on 27 April 2022 for inspection and repairs.","Chemical/Products Tanker","Loss of life","5547","","9995","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013794","1","CMA CGM Lisa Marie (IMO 9729099)","CMA CGM Lisa Marie: Unknown/unspecified","MLT","2022-04-16 01:40","Less serious","060612N 0951860E","Coastal waters (within 12 miles)","1","0","Fire or explosion","In the early hours of 16 April 2022, crew members sensed a strong, unusual, bleach / chlorine-like smell, in the accommodation. During their investigation for the source, the crew members realised that there was a fire in cargo hold no. 3. The vessels dangerous goods manifest did not indicate that dangerous goods had been loaded in this cargo hold. The crew members immediately responded and started fighting the fire, using all available means. The vessels fixed CO2 fire extinguishing system, however, was unable to extinguish the fire completely. Following continuous efforts by the crew members, the fire was eventually extinguished five days later. While the exact cause of the fire could not be verified, the heat and smoke damage pattern on the aft bulkhead of the cargo hold, suggested that the fire may have originated in a container loaded with products for the dyeing industry.","Container Ship","Ship remains fit to proceed","95256","[Other]","109832","Containers","26","0","0","0","0","0","0","0","0","2023-04-19",""
"C0013720","1","TRUONG NGUYEN 136 (IMO 9601481)","TRUONG NGUYEN 136: SOLAS, VINAFCO 28: Unknown/unspecified","VNM","2022-04-07 04:30","Very serious","143309N 1091231E","Viet Nam","0","0","Collision","The ship had a collision with MV 'Vinafco 28' and sank whilst underway in the South China sea 9 miles NE of Hoai Nhon, Viet Nam in LAT. 14 33' 09"" N, LONG. 109 12' 32"" E at 04:30 hours LT (UTC+7) on 7 April 2022.
9 crew were rescued by MV 'Vinafco 28', and the 10th crew member went missing. Local authorities dispatched rescue vessels 'SAR 274', 'Thai Ha 18', 'Hong Hai 68' AND 'Long Phu 18' for SAR operations with assistance from several nearby fishing vessels.","General Cargo Ship","Total loss of the ship","1430","","2506","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013792","1","CMA CGM Rabelais (IMO 9406635)","CMA CGM Rabelais: Unknown/unspecified","MLT","2022-04-06 20:00","Serious","061899N 0943000E","Open sea","1","0","Fire or explosion","Whilst the vessel was en route to its destination, a fire broke out in a container loaded on deck. This container was not declared to be carrying any dangerous goods. Although the crew members immediately commenced firefighting, the fire eventually spread to the neighbouring containers, several of which contained dangerous goods. During the fire-fighting operations, the chief officer fell while descending a portable ladder and suffered serious injuries. The ladder had not been secured, and it was likely that it slipped or tipped over. While the exact cause of the fire could not be determined, the safety investigation believed that moisture may have come in contact with the cargo, causing it to decompose and ignite.","Container Ship","Serious injuries,Ship remains fit to proceed","72884","[Other]","83317.9","Containers","21","0","5","0","0","0","1","0","0","2023-04-10",""
"C0013748","2","ACRA (IMO 9693410), Zhong Liang Dong Nan  (IMO 9238234)","ACRA: Unknown/unspecified, SHAN GANG CHANG LONG 17: Unknown/unspecified","CHN,LBR","2022-04-03 05:44","Serious","311277N 1231410E","Zhangjiakou Waters","0","0","Collision","On 3rd April, MV “ACRA” was sailing at a speed of 10.2 knots from last discharging port of Zhenjiang, keeping true course of 062 degrees and heading outside Chinese territorial waters, in order to wait for next voyage orders.  At 03:50 LT the Chief Officer and duty AB went to the bridge for the handover and at 04:00 hours change of watch. A bulk carrier, later identified as ""ZHONG LIANG DONG NAN"" was seen at the port bow of the MV “ACRA” at a distance of 9.9 nm. AB saw her two masthead lights and green side light and reported to the Chief Officer. At 05:35 LT the Chief Officer as the Duty Officer called MV ""ZHONG LIANG DONG NAN"" several times on the VHF 16 without getting a response. The OOW rechecked the plotted data and the true bearing of MV ""ZHONG LIANG DONG NAN"" was now 025 degrees at a distance of 2.9 nm. Her course was 175 and her speed was about 13.1 knots. The OOW ordered AB to send flash signals with ALDIS LAMP to the opponent vessel and sounded more than five (5) short blasts by ship’s whistle. Seeing that MV ""ZHONG LIANG DONG NAN"" was not taking any effective action to avoid collision. The OOW ordered the AB to switch the steering gear to manual mode. At about 05:42 LT, OOW commanded the wheelsman to turn the rudder ""hard to starboard"" to avoid collision. At that time, the course and speed of MV ""ZHONG LIANG DONG NAN"" as displayed on the radar, was 177 degrees and 13 knots, true bearing was 022 degrees at a distance of 0.42 nm. At 05:44 LT, in GPS position Lat..31012.79N / Long.123014.11E, MV “ZHONG LIANG DONG NAN’s” starboard bow collided with the port quarter of the MV “ACRA”. The “ACRA” stopped main engine, sounded general alarm followed by a public address announcement to all crew to muster at abandon ship stations. 
The Master came at the bridge and took command of the vessel to reduce the impact to the “ACRA” and l and to the “ZHONG LIANG DONG NAN”. The “ACRA” sent distress alerts via CH.16 DSC CH.70, INMARSAT -C Station. Mustered crew at abandon ship station. Prepares lifesaving appliances and assessed damage to the vessel. No signs of pollution. Alerted vessels in the vicinity and advised managers about the incident. 
Weather: At the time of the incident, the weather & sea conditions were good, wind direction was WSW, wind force was 3bft scale, wave height was about one (1) meter and visibility was 12nm. 
Traffic: At change of watch at 04:00 hours, traffic was normal for the navigating area. There were more than fifteen (15) fishing boats and about five (5) merchant vessels around MV “ACRA” within a 3 nm range. At 05:30 hours, there were two fishing boats on the port bow of MV “ACRA” and another two on the starboard side restricting vessel’s course to starboard and one merchant vessel identified to be MV ""ZHONG LIANG DONG NAN”

DAMAGE/OUTCOME/POLLUTION/INJURIES: The MV “ACRA”, IMO No. 9693410, suffered a hull breach of about nine (9) meters in height in her port side, iwo engine room (Frames 17 to 43) and Cargo Hold no.7. It was reported that the damage for the opponent vessel is located mainly in her bow. There was no injury, nor pollution resulting from the collision incident. 
","Bulk Carrier","","44192","","82031","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013786","1","SAIPEM FDS (IMO 9210749)","SAIPEM FDS: Unknown/unspecified","BHS","2022-04-02 12:00","Very serious","343897N 0330227E","Coastal waters (within 12 miles)","2","0","","A fatality during routine maintenance occurred on 02 April 2022 at Limassol roads, after the 15:00 coffee break. The weather was calm, and the vessel was neither rolling nor pitching. The victim was working for a specialist company named Top Rope, which provides personnel capable of performing work at height. He was medically fit and well rested. At the time of the incident, he was wiping a metal surface at a height of about 8 meters from the main deck. He was using a flammable liquid cleaner (thinner) in an open metal can, which was secured in some way near his side. He was properly secured with a rope and harness, and was wearing proper personal protective equipment. The victim was assisted by a co-worker, an employee of the same specialist company. At a higher level, about 3m in the horizontal and 4m in vertical distance, a team of welders were performing hot work. The Top Rope workers saw sparks coming towards them, and falling down on the main deck, from the area where hot work was carried out. However, it was decided that the sparks were falling at a safe distance from their work place, so they continued their task. Nevertheless, sparks from the welders fell into the can with thinner, which caught fire. The Top Rope worker tried to get rid of the can by pushing it, but by doing so the thinner splashed on his body. He was suddenly completely ablaze, the rope and safety harness burnt and he fell down to the main deck. Intervention by the ships doctor and emergency team was unsuccessful, as the casualty succumbed to his injuries. The Master requested a service boat from the ships agent and the casualty was transferred by the service boat ashore, where his death was confirmed.","Other Activities Ships","Loss of life","21049","","11000","","150","0","","1","0","0","0","0","0","2023-05-03",""
"C0013764","2","CONQUEROR (IMO 9275660), HERCULES 400 (IMO 9644952)","CONQUEROR: SOLAS, HERCULES 400: SOLAS","GIB,XKA","2022-04-01 19:47","Less serious"," ","Bay of Gibraltar (British Gibraltar Territorial Waters)","0","0","","Oil Spill whilst bunkering in Gibraltar (estimate 50 to 60 Litres). Following an investigation the cause of the spill was attributed to debris found within HPPU supply valve. The valve was inspected and overhauled. Several rubber particles were found blocking the upper part of the valve which did not allow for the valve to be fully closed. The Gate valve was cleaned and in addition blanked off until such time the valve could be fully replaced. The valve was replaced on 08 April 2022.","Oil Tanker","Pollution,Ship remains fit to proceed","42172","","70616","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013791","1","Seminole (IMO 8890396)","Seminole: Unknown/unspecified","MLT","2022-03-31 23:20","Very serious","440641N 0283957E","Port","1","0","","On the evening of 31 March 2022, while berthed at Constana, Romania, Seminole was required to shift 10 m astern. The chief officer was requested to proceed to the main deck to determine the best position for the placement of the gangway ashore. When the vessel was in position, the chief officer headed towards the aft mooring station to oversee the final securing of the mooring lines. It was reported that on his way, the chief officer fell down a flight of stairs and was found unconscious. The injured chief officer was transferred by an ambulance to a local hospital, where he passed away two days later.","General Cargo Ship","Loss of life","4976","Bureau Veritas (BV)","5107","General cargo","15","0","0","1","0","0","0","0","0","2023-04-05",""
"C0013886","1","CMA CGM TITUS (IMO 9450636)","CMA CGM TITUS: Unknown/unspecified","FRA","2022-03-29 23:46","Serious","182100N 0575100E","Open sea","1","0","Fire or explosion","On the evening of 26 March 2022, the container ship CMA CGM TITUS sailed from the port of Jeddah in Saudi Arabia to Jebel Ali in the United Arab Emirates. At 11:46 pm on 29 March, the fire alarm sounded and all detection cells on decks 2 and 3 were triggered. The fire started in generator no. 4 and spread throughout diesel generators 3 and 4 room, as well as to adjacent compartments. The main engine was stopped at 11:55 pm (VDR time), and at 11:59 pm there was a general shutdown of all units (excluding the emergency unit). The crew took all necessary measures to fight the fire, and at 12:26 am on 30 March, fixed CO2 extinguishing was triggered in the engine compartment. At 06:43 am, the fires in the engine store and generator room were extinguished. At 4:38 pm, the various engine rooms were checked and reoccupied. On 1 April at 9:00 pm, the vessel was adrift in the Arabian Sea, off the coast of Oman, and VHF contact was established with the BOKA ALPINE assistance tug. At 07:00 am on 2 April, the assistance tug made fast its tow to CMA CGM TITUS, and the convoy set sail for Jebel Ali (port of Dubai). At 10:24 am on 7 April, at the end of the convoy's full sea passage, the vessel was moored on roads. On 8 April, various inspections by the authorities took place, and at 4:12 pm, CMA CGM TITUS was moored starboard alongside. CMA CGM TITUS went back into service on 17 August, after extensive repairs to the spaces and equipment affected by the fire.","Container Ship","","90931","","","","","0","","0","0","0","0","0","0","2023-09-27",""
"C0013713","1","AMPAR 8 (IMO 8740101)","AMPAR 8: SOLAS","THA","2022-03-27 13:40","Very serious","133411N 1003434E","Thailand","1","0","Fire or explosion","The ship sustained an explosion in the bow area and caught fire whilst manoeuvring in the Chao Praya River off Laem Fa Pha, Samut Prakan, Thailand, in LAT. 13 34' 11"" N, LONG. 100 34' 35"" E at 13:40 hours LT (UTC+7) ON 27 March 2022.
The blaze was extinguished 2 hours later by local firefighters. 1 crew member died, and another sustained injuries and was taken to hospital for medical attention. The ship sustained severe damage to the forward section. Subsequently taken to safe waters downstream off Phra Chulachomklao naval dockyard for inspection. Damaged beyond economic repair and arrived at Chattogram, Bangladesh, on 10 August 2022 for recycling.
","Products Tanker","Loss of life,Total loss of the ship","2118","","3500","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2023-06-30",""
"C0013692","1","Stena Europe (IMO 7901760)","Stena Europe: Unknown/unspecified","GBR","2022-03-16 07:30","Less serious","521689N 0062232W","Port","1","0","Collision","On the morning of 16 March 2022, just outside the breakwater of Rosslare Harbour, Co. Wexford, two large passenger ferries engaged in a close quarter incident resulting in the ferries passing approximately 100 metres (m) apart (see Appendix 7.1 Photograph from the Bridge Wing of the Outbound Vessel Stena Europe showing the Inbound Vessel Connemara passing approximately 100 m clear). The inbound vessel Connemara arrived from Bilbao in Spain; it was scheduled to arrive at 08.15 hours (hrs). This vessel arrived early and was asked by Rosslare Port Control to wait outside the harbour in the vicinity of West Holdens buoy. The outbound vessel Stena Europe was scheduled to sail for Fishguard in the United Kingdom (UK) at 07.30 hrs. Connemara did not follow the instructions from Rosslare Harbour Control and instead of holding position proceeded towards the breakwater. Stena Europe was given permission to sail by Rosslare Port Control and departed its berth unaware that Connemara was approaching the breakwater. The two vessels met each other just off the breakwater. Both vessels had to take action to avoid collision resulting in a close quarter situation.","Passenger / Ro-Ro Cargo Ship","","24828","","2692","","0","0","0","0","0","0","0","0","0","2023-01-04",""
"C0013618","1","INDUSTRIAL COURAGE (IMO 9810329)","INDUSTRIAL COURAGE: Unknown/unspecified","PRT","2022-03-13 00:00","Less serious","181200S 0721300W","Open sea","2","0","","As per letter from the Port Harbour Master, MV is accused to be involved in a collision with Fishing Vessel. VDR from MV data from MV indicates a clear identification was not possible.","General Cargo Ship","Ship remains fit to proceed","7498","","8442","","14","0","0","0","0","0","0","0","0","2022-08-18",""
"C0013712","1","SMOOTH SEA 2 (IMO 8223660)","SMOOTH SEA 2: SOLAS","THA","2022-03-09 09:05","Very serious","133827N 1003200E","Thailand","1","0","Fire or explosion","The ship sustained an explosion and caught fire whilst moored at the tanker berth at the the Irpc Phra Pradaeng oil terminal at Samut Prakan, Thailand in LAT. 13 38' 27"" N, LONG. 100 32' 01"" E at 09:05 hours LT (UTC+7) on 9 March 2022.
The blaze was brought under control by local fire services within 15 minutes. No pollution was reported. 1 crew member sustained serious injuries and was taken to a local hospital. 2 crew sustained minor injuries when jumping into the river to escape the fire. 1 crew member went missing. The ship sustained serious damage to the upper deck. The remains of the missing crew member were subsequently discovered in the vessel's bow. There was an Inspection, investigation and repairs.","Products Tanker","Loss of life","1989","","3044","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2023-06-30",""
