Reference,NumberOfShipsInvolved,ShipsInvolved,SOLASStatus,FlagStates,IncidentDateTime,TypeOfCasualty,Coordinates,Location,NumberOfInvestigationReports,NumberOfAnalyses,InitialEvent,SummaryOfEvents,ShipType1,Consequences1,GrossTonnage1,ClassificationSociety1,Deadweight1,Cargo1,CrewOnboard1,PassengersOnboard1,OthersOnboard1,DeadMissingCrew2,DeadMissingPassengers2,DeadMissingOthers3,SeriouslyInjuredCrew2,SeriouslyInjuredPassengers2,SeriouslyInjuredOthers2,InvestationReportDate,AnalysisDate
"C0013850","1","HEIN SENIOR (IMO 9092642)","HEIN SENIOR: Unknown/unspecified","BEL","2020-10-12 04:10","Serious","531841N 0050300E","Coastal waters (within 12 miles)","1","0","Stranding / grounding","On Monday October 12th, 2020 around 03:45 hours, Fv Z.575-HEIN SENIOR had a failure of the main engine when the vessel was sailing inside the Zuider Stortemelk fairway, near red buoy ZS8, north of the isle of Vlieland. While the crew was trying to repair the engine and towing assistance was on its way, the vessel drifted southward, to the isle of Vlieland. Fv Z.575-HEIN SENIOR grounded around 04:10 hours off the coast of Vlieland. Fv Z.575-HEIN SENIOR came afloat again around 15:00 hours with tug assistance and sailed by her own means to the port of Harlingen. The grounding caused some damage to the propeller of the fishing vessel. Nobody got injured during the incident. A technical inspection in the port learned that the main engine failure was caused by an electronically controlled solenoid valve in the gear box.","Fish Catching Vessel","Ship remains fit to proceed","102","","21.3","","","0","","0","0","0","0","0","0","2023-08-01",""
"C0013308","1","MISS BENEDETTA (IMO 9541306)","MISS BENEDETTA: Unknown/unspecified","MLT","2020-10-12 01:00","Very serious","163729N 0800100W","Open sea","1","0","Machinery damage","On 12 October 2020, whilst Miss Benedetta was en route to the port of Pozos Colorados, Colombia, crew members were tasked with extracting a large steel plate from a stack of spare steel plates in the vicinity of the incinerator. After the upper securing arrangements were removed, the lowermost ones were being loosened. During this time, the steel plates tipped over, and the securing arrangement buckled under their weight. Subsequently, the plates fell on an ordinary seafarer, entrapping him against the incinerator. The safety investigation concluded that the gradual supporting of additional plates would have led to an increase in the weight, and which the crew members were unable to support.","Oil Tanker","Loss of life","29814","RINA Services S.p.A (RINA)","50895.1","Other liquid","22","0","0","1","0","0","0","0","0","2021-10-13",""
"C0013512","1","DARYA TAPTI (IMO 9712462)","DARYA TAPTI: SOLAS","HKG","2020-10-09 16:50","Very serious","203956N 1630509E","At Sea","1","0","Enclosed space entry","On 9 October 2020, a fatal accident happened on board the Hong Kong registered bulk carrier “Darya Tapti” (the vessel) when she was at approximate position 20o39.57’S, 163o05.10’E, en route from Tauranga, New Zealand to Jiangdu, China for cargo discharging.  When the vessel was fully loaded with logs and a fumigation process remained in transit on board, the Bosun was assigned to top up fumigant in the cargo holds on the fifth day after the initial fumigant application into the cargo holds in transit at sea.  The top-up work was carried out smoothly from the ship forward No. 1 cargo hold.  When the Bosun came to the forward access hatch of the No. 5 cargo hold, he noticed that the fumigant gas concentration indicator (dositube) was detached from the internal side of the access hatch cover.  He then entered through the access hatch attempting to retrieve the detached dositube inside.  The Third Officer (3/O), preparing for the top-up work close to the Bosun, suddenly heard a loud sound from the access hatch.  He noticed that the Bosun slipped on the inclined ladder below the vertical ladder under the access hatch.  The Bosun was rescued and taken out of the access hatch, his pulse was very weak and his heartbeat could not be detected.  A few hours later, the Bosun was declared dead by the paramedics on their arrival on board
","Bulk Carrier","","21801","","35947","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-04-25",""
"C0013249","2","CB20 (-), La Cassidaigne (-)","CB20: Unknown/unspecified, La Cassidaigne: Unknown/unspecified","FRA","2020-10-07 01:00","Very serious","432389N 0045899E","Coastal waters (within 12 miles)","3","0","Collision","The mooring vessel CB20 collided with the supply vessel LA CASSIDAIGNE in the port area of Port-de-Bouc. The CB20 sank immediately after the collision and the crew (the skipper and a deck hand) were thrown into the sea. They were immediately rescued by LA CASSIDAIGNE. The CB20's skipper was seriously injured and the deck hand, slightly injured, managed to prevent the skipper to drown before they were rescued. LA CASSIDAIGNE's skipper was also slightly injured but he could manage to handle his vessel for the rescue of the CB20 and berthing on the closest quay. LA CASSIDAIGNE's hull had minor damage and it's seaworthiness was not affected. Both skippers told the investigators that their attention had been distracted by the flashing light of a patrol vessel (Gendarmerie maritime). None of the two skippers was aware that another vessel was sailing in the area.","Other Activities Ships","Serious injuries,Ship rendered unfit to proceed","4.17","","","","2","0","","0","0","0","3","0","0","2021-06-03",""
"C0013771","1","ECO LUX (IMO 9844239)","ECO LUX: Unknown/unspecified","ESP","2020-10-06 21:30","Serious","384639N 0012539E","Coastal waters (within 12 miles)","1","0","Contact","On October 6, 2020 at 20:55 hours, the high-speed craft (HSC) ECO LUX left the port of Ibiza (Ibiza) towards the port of La Savina (Formentera). The vessel covered the regular line between these two ports. At around 21:28 hours the HSC ECO LUX hit bottom on the island of Castelv, suffering a crack in the starboard hull. The Captain immediately detected the seriousness of the situation and send a warning via VHF. The vessel lost propulsion and power supply. It was decided to beach the vessel on the island of s'Alga to avoid the loss of the vessel. The life rafts were deployed to evacuate the passengers and part of the crew. Later, the passengers and crew were transferred to a semi-rigid boat to transfer them to the port of La Savina. The HSC ECO LUX remained grounded with the starboard hull flooded until it was refloated and taken to the port of Ibiza on October 10, 2020. CONCLUSIONS: The nautical charts show a West cardinal mark on Castev island, so ECO LUX should have passed the island for its West. Instead of that, the captain decided to pass the island for its East. That decision lead to sail across a low shallow waters. Due to his excess of confidence in his knowledge of the area, the captain decided to sail too close of the Castev island and consequently the ship hit the ground.","Passenger Ship","Serious injuries,Ship rendered unfit to proceed","284","RINA Services S.p.A (RINA)","38","","5","0","12","0","0","0","0","3","0","2023-02-27",""
"C0013053","1","SERVET ANA (IMO 9443774)","SERVET ANA: SOLAS","TUR","2020-10-04 00:00","Very serious","052812N 0095500W","Off the Liberian coast","1","0","Accidents with life-saving appliances","During transferring of crewmembers from M/V SERVET ANA to M/V BAKU, the rescue boat which belongs to SERVET ANA capsized and one crewmember in the rescue boat lost his life due to the accident. Afterwards, during launching rescue operations one of the crewmembers from SERVET ANA fell down freefall station to the popedeck and was injured seriously.","Bulk Carrier","Loss of life,Serious injuries","19999","","30124","","22","0","0","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-10-31",""
"C0013329","1","BBR-26-30 (-)","BBR-26-30: Non-SOLAS","RUS","2020-10-03 06:20","Very serious","774277N 1041698E","the Kara Sea near Cape Chelyuski","0","0","flooding","In the Kara Sea near Cape Chelyuskin, when loading the barge BBR-26-30 under the influence of wind and waves, the barge turned its starboard side to the shore. While trying to move the barge away from the coast, the tugboat ADMIRAL KOLCHAK touched the ground, got a hole in the underwater part of the left side in the engine room area. In order to avoid sinking of the vessel, the captain sent the tugboat ADMIRAL KOLCHAK towards the coast to the sandy beach, where the vessel was stranded with a roll of 25° to the starboard side, and the barge, thrown onto the beach, partially sank. The tug crew left the vessel on alert.","","Ship rendered unfit to proceed","1000","Russian Classification Society (RCS/RRR) (RRR)","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013307","1","ALEXANDRA A (IMO 9356684)","ALEXANDRA A: Unknown/unspecified","MLT","2020-10-03 01:00","Less serious","373457N 0234454E","Coastal waters (within 12 miles)","1","0","","On 03 October 2020, the Marine Safety Investigation Unit (MSIU) was informed that a fitter on board the Maltese registered container vessel Alexandra A had fallen overboard. The accident occurred in the Saronikos Gulf, shortly after leaving Piraeus, Greece. A man overboard message was instantly transmitted on the VHF radio. The master executed a Williamson Turn, posted lookouts, and conducted a broad search of the area. An hour later, the fitter was rescued by a sailing craft Trois Vignes. He was transferred on to a Hellenic Coast Guard vessel and taken ashore to Lavirion for medical check-up. He was released during the evening to re-join the vessel. The safety investigation determined that the crew member had fallen overboard while fixing an oil leak on the ships provision crane, located aft on the poop deck.","General Cargo Ship","","10689","Bureau Veritas (BV)","12529.68","Containers","16","0","0","0","0","0","0","0","0","2021-10-11",""
"C0013304","1","X-PRESS GODAVARI (IMO 9353735)","X-PRESS GODAVARI: Unknown/unspecified","MLT","2020-09-28 01:00","Less serious","205889N 0881329E","Open sea","1","0","Fire or explosion","On the morning of 28 September 2020, while the vessel was anchored at Sandheads Anchorage, India, the master and the chief officer noticed a container on deck emitting smoke. Upon confirming their suspicions, the general alarm was sounded and, soon after, boundary cooling was commenced. Since the contents of the container were not known to the crew members, the charterers were contacted, who later confirmed that it contained lithium-ion batteries. Early the following day, the vessel weighed her anchor and proceeded to Kolkata Harbour, where the container was unloaded and the fire extinguished.","Container Ship","Pollution","8971","Korean Register (KR)","10617.87","Containers","15","0","0","0","0","0","0","0","0","2021-10-08",""
"C0013542","1","SEASPAN BRILLIANCE (IMO 9685334)","SEASPAN BRILLIANCE: SOLAS","HKG","2020-09-27 18:10","Very serious"," ","Vancouver, Canada","1","0","Machinery damage","On 27 September 2020, the Fitter of the Hong Kong registered container carrier “Seaspan Brilliance” (the vessel) at work in the engine room was seriously burnt when the vessel was berthed alongside for cargo operation in Vancouver, Canada.  After the exhaust side of the exhaust gas boiler (EGB) was cleaned, it was subject to a running test before putting back into service.  During the running test, steam was found leaking from the water outlet valve of the EGB.  The EGB was depressurized to allow the Third Engineer (3/E) and the Fitter to work on the leaking valve.  They opened up the valve and reconditioned the parts.  To assemble the valve, the 3/E used a rope to lower down the bonnet cover of the valve from above with the assistance of the Fitter who held another rope lashed to the bonnet stem from below to ensure alignment with the valve casing while lowering.  Upon completion of lowering the bonnet to the valve casing, hot water suddenly gushed out of the bonnet joint of the reconditioned valve and scalded the Fitter underneath.  The Fitter was sent to a local hospital for medical treatment but he died about one month later. The investigation revealed that the crew members failed to follow the “Code of Safe Working Practices for Merchant Seafarers”,  (the Code) to dissipate or isolate the thermal energy in the EGB together with the attached pipe resulting in hot water gushing out to scald the Fitter.
The investigation also identified that the crew members failed to strictly follow the risk assessment report to carry out the required control measures of the repair work; and that the crew members did not have sufficient safety awareness to apply good craftsmanship to control the potential fatal hazards when handling repair work.
","Container Ship (Fully Cellular)","","113042","","115173","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-05-12",""
"C0013579","1","YUAN SUI HAI (IMO 9806938)","YUAN SUI HAI: SOLAS","SGP","2020-09-25 02:27","Very serious","015200N 0890700E","Indian Ocean","1","1","Machinery damage","In the early hours on the 25 September 2020, while transiting south-westerly in the Indian Ocean for a Brazilian port, the SRS bulk carrier, MV Yuan Sui Hai, experienced an exhaust temperature anomaly from the main engine. 

The engine crew subsequently assembled in the engine room and emergency replacement of a fuel oil injector valve was initiated.
After the fuel oil high-pressure pipe had been removed from the engine cylinder cover, the Fourth Engineer and the Second Engineer left the ER for the spare parts room, while the Third Engineer (3E) was alone on the cylinder head platform.

Shortly after, a loud bang was heard and the Third Engineer collapsed on the platform with the fuel oil injector valve and its securing nuts nearby. The 3E was bleeding from the right-side of his face with fainting pulses. Immediate first aid was given on board and the vessel deviated to the nearest port for shore medical assistance, but the 3E succumbed to the injuries before medical treatment could be provided.","Ore Carrier","Loss of life","203949","Lloyd's Register (LR)","398199","","21","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-07-01","2023-02-20"
"C0013272","1","BE BOP (-)","BE BOP: Unknown/unspecified","FRA","2020-09-25 01:00","Very serious","415328N 0084648E","Coastal waters (within 12 miles)","1","0","Fire or explosion","after have broken anchor chain a sailing vessel drifted to the coast in Ajaccio bay, sailing vessel grounded, a female passenger 65 years old has regained the coast by swimming, the other two passengers were found dead","Other Activities Ships","Loss of life","14.52","","","","","0","","0","2","0","0","0","0","2021-08-03",""
"C0013501","1","CARMELO A (IMO 9054389)","CARMELO A: Non-SOLAS","ARG","2020-09-23 22:15","Very serious","401200S 0603900W","Mar Argentino, Zona Económica Exclusiva. Proximidades “El Rincón”","2","0","Capsizing / listing","El 22 de septiembre de 2020, aproximadamente a las 22:15 horas, mientras realizaba tareas de pesca en proximidades del área denominada “El Rincón”, el Carmelo A se escoró a babor, embarcó agua de mar, se dio vuelta campana y se hundió.","Fish Catching Vessel","Total loss of the ship","88","[Flag Administration]","94","","8","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-04-01",""
"C0013205","2","ICE ROSE (IMO 8311106), RFS KAZANETS 311 (-)","ICE ROSE: Unknown/unspecified, RFS KAZANETS 311: Unknown/unspecified","MHL,RUS","2020-09-23 01:00","Serious","553017N 0124103E","Coastal waters (within 12 miles)","1","0","Collision","On the morning of 23 September 2020, the Marshall Islands registered refrigerated general cargo ship ICE ROSE collided with anti-submarine ship 311 KAZANETS of the Russian Navy in the Sound, Denmark. The collision happened as ICE ROSE and 311 KAZANETS were passing on crossing courses while navigating in a dense fog. Due to the restricted visibility, both ships navigation relied on instrumentation only. Neither of the ships identified the other ship until a few minutes before the collision, and neither ship managed to avoid the collision once the risk of collision was recognised. In the investigation report, DMAIB clarifies the circumstances for the late recognition of the risk of collision and the failed attempt to avoid the collision. The investigation primarily describes the events from the perspective of ICE ROSE, as DMAIB does not have jurisdiction to investigate warships and thus had limited access to data from to 311 KAZANETS. DMAIB concludes that the collision happened as a result of the navigational practises on both ships on that day. On ICE ROSE several coinciding factors contributed to the bridge team not recognising the risk of collision until 311 KAZANETS was at close quarters. Those factors included bridge layout, radar settings and the division of work within the bridge team.","Refrigerated Cargo Ship","Ship rendered unfit to proceed","12401","","136.66","","22","0","","0","0","0","0","0","0","2021-05-05",""
"C0013521","1","CSC RUI HAI (IMO 9602851)","CSC RUI HAI: SOLAS","HKG","2020-09-21 02:18","Very serious"," ","Changshu, China","1","0","Fall accident","A fatal accident regarding a able seafarer fell onto cargo hold bottom while testing of the vessel's derrick","General Cargo Ship","Loss of life","10817","China Classification Society (CCS)","12497","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-04-27",""
"C0013878","1","NOU CALPE QUATRE (-)","NOU CALPE QUATRE: Unknown/unspecified","ESP","2020-09-20 13:24","Serious","373479N 0004050W","Coastal waters (within 12 miles)","1","0","","The fishing vessel NOU CALPE QUATRE during the towing of a tuna cage, between the aquaculture areas of San Pedro del Pinatar (Murcia) and Gorguel (Murcia) a loud noise was produced as a result of the breakage of a shackle, causing injuries to two crew members. One of the crew members is evacuated by helicopter and transferred to the hospital. The second was disembarked from the fishing vessel in the port of Cartagena and taken to the same hospital.","Fish Catching Vessel","Serious injuries,Ship remains fit to proceed","77.78","","","","5","0","1","0","0","0","2","0","0","2023-09-13",""
"C0013303","1","YSALINE (IMO 9823364)","YSALINE: Unknown/unspecified","MLT","2020-09-20 01:00","Serious","512065N 0031315E","Port","1","0","","On 20 September 2020, Ysaline, a 50,443 gt, roll-on roll-off vessel was berthed at the port of Zeebrugge, Belgium. She was scheduled to load wheeled cargo. At around 1240, whilst preparing an hoistable car deck, one of the crew members lost balance and fell from a height, fracturing his left patella and distal radius and scaphoid. He was discharged from the ship and was transferred to a local hospital for treatment. The Marine Safety Investigation unit (MSIU) concluded that in all probability, the crew member standing inside the wooden box lost his balance and toppled from a height.","Ro-Ro Cargo Ship","Serious injuries","50443","[Other]","20350","Roll-on/Roll-off","25","0","0","0","0","0","1","0","0","2021-10-06",""
"C0013302","1","GOLD DREDGER (IMO 8959271)","GOLD DREDGER: Unknown/unspecified","MLT","2020-09-17 01:00","Serious","355299N 0143026E","Port","1","0","Damages to ship or equipment","On 17 September 2020, Gold Dredger was moored with her starboard side alongside to Fuel Wharf pier no. 2. A re-surfacing operation of the wreck of Capitan San Marco was underway, with her deck crane swung outboard over the port side. In addition to the deck crane, the wreck was being re-floated by lifting bags, webbing slings, and wire slings. At around 1203 (LT), while the wrecks main deck was awash, a loud noise was heard and the vessels crane boom sprung towards the pier. Subsequently, the boom deformed and bent towards the aft of the vessel, broke, and fell into the water over Gold Dredgers port side. The barge master, who was on the main deck overseeing the operation, was struck on his head, and seriously injured by the falling wires that were still attached to the boom. An ambulance was called and he was transferred to a local hospital, where he was treated for his injuries. No other injuries were sustained. The wreck sunk to the sea bottom. The uppermost part of the cranes boom ended up in the water, while its middle and lower parts remained fixed to the crane on deck. The MSIU found that the immediate cause of the accident was the failure of the webbing sling, followed by a shock load, which was imparted on the vessels deck crane.","Other Activities Ships","Serious injuries,Ship remains fit to proceed","172","","400","","4","0","1","0","0","0","1","0","0","2021-10-05",""
"C0013127","1","RIO DE LA PLATA (IMO 9357951)","RIO DE LA PLATA: SOLAS","SGP","2020-09-16 10:30","Serious"," ","Port of Timaru","1","0","serious injury to crew","Crew member attending mooring winch during departure operations was caught in the winch and received serious injury to arm and face.","Container Ship","Serious injuries","73899","American Bureau of Shipping (ABS)","80454","Containers","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-07-17",""
"C0013769","1","VOLCAN DE TENO (IMO 9221346)","VOLCAN DE TENO: Unknown/unspecified","ESP","2020-09-14 15:10","Less serious","355820N 0051909W","Coastal waters (within 12 miles)","1","0","Fire or explosion","SUMMARY: On September 14, 2020, at around 2:43 p.m., the high-speed vessel (NGV) VOLCN DE TENO left the port of Algeciras with 60 people, including crew and passengers, and 9 vehicles on board. After half an hour of crossing, at approximately 3:12 p.m., a fire broke out in the engine room located on the port side, the ship was about 4 miles north of the port of Ceuta. The crew decided to stop the engine affected by the fire and try to put out the fire with fire extinguishers. Given the impossibility of suffocating it, the other engine located on the same hull was stopped and the CO2 system was triggered. This action managed to suffocate the fire. Once the fire was extinguished, the journey continued to Ceuta, where the ship docked with the help of a tugboat. CONCLUSIONS: After analysing the existing evidence, the CIAIM has not been able to clarify the technical causes of the start of the fire, but from the collected evidences, the following can be concluded: 1) The CIAIM cannot determine the immediate cause of the fire, although it considers that: - There was an accumulation of fuel in the aft-starboard area of the PIME engine on the port hull, where the fire was focused. Despite the previous point, it is not ruled out that the accumulation of fuel was in a different way than the one indicated by the Company. - The accumulation of fuel was enough to produce a fire capable of melting the walkway of the engine room, remembering that the melting point of aluminum is 660 C. - The accumulation of fuel occurred prior to the start of the fire; otherwise, there would have been a localised fire in the fuel injection pump that supposedly lost the screw. - The change of the fuel filters cannot be related to the total loosening of the screw and the subsequent start of the fire. - The accumulation of fuel cannot be confirmed when it started, whether with the detection of the pressure drop or before. 2) There was a lack of supervision of the machinery on board, as indicated by the following facts: - The fuel leak wasn't detected during engine inspection when going down to change fuel filters. - The sealing wires of the spill plug of the fuel injection pumps were not installed, as required by the engine's Operation and Maintenance Manual. The crew confirmed that it was not verified that such wires were placed when receiving the bombs. - The tightening torque of the spill plug was not supervised. 3) From the above points it can be deduced that the maintenance and supervision system on board the VOLCAN DE TENO is, to say the least, improvable. It can be stated that the crew managed to control the fire in a few minutes (approximately 2 minutes) using the resources available to the ship. It also successfully launched the passage meeting plan.","Passenger / Ro-Ro Cargo Ship","Ship remains fit to proceed","6363","Bureau Veritas (BV)","710","","21","39","41","0","0","0","0","0","0","2023-02-17",""
"C0013034","1","BALTIC JASMINE (IMO 9181156)","BALTIC JASMINE: SOLAS","CYP","2020-09-14 03:55","Very serious","031006S 0800417W","INGRESO A PUERTO BOLIVAR ECUADOR","3","0","MUERTE DE UNA PERSONA POR CAIDA DE UNA ESCALA","Dentro de las versiones rendidas por el Capitán y el Oficial Jefe (Primer Oficial) de la embarcación se menciona que el posible fallecimiento del señor Segundo Oficial de Máquinas Kurmashin Vadim se debió a una caída en las escaleras en interiores del buque,  aproximadamente se habría suscitado a las 0400R del 14-SEP-2020, esto mientras el buque esperaba en las cercanías del ingreso al canal de Santa Rosa de Puerto Bolivar-Ecuador","Refrigerated Cargo Ship","Loss of life","9859","","10114","","1","","","1","","","","","","2020-10-15",""
"C0013805","1","MSC MIA (IMO 9839466)","MSC MIA: SOLAS","PAN","2020-09-13 09:35","Serious","392670N 0001920W","PORT OF VALENCIA","1","0","Contact","The vessel MV „MSC MIA‟ was involved in an accident with a quay container crane boom which
was extended horizontally across the beam of a working container ship MV „MSC Ajaccio‟. This
vessel was moored near the end of the adjacent wharf at the stern of the vessel MV „MSC MIA‟.
On 13 September 2020, the vessel „MSC MIA‟ was moored on the starboard side alongside a berth,
(Muelle Transversal Costa) at the inner basin of the Port of Valencia, Spain. There was another
vessel “MSC Ajaccio” moored starboard side alongside the adjacent berth, a short distance away
behind the „MSC MIA”. The vessel „MSC Ajaccio‟ was working on container cargo operations with a
container crane boom extended some 20 meters protruding beyond the beam of the vessel. She was
taking bunkers from a barge „Leon‟ alongside at the same time.
On the morning of 13 September 2020, the vessel „MSC MIA‟ was ready to sail after cargo
operations. At 09:08 hours (LT), a pilot, boarded the vessel to unberthed her from the container
wharf. There were 2 tugs in attendance. One tug with a line fastened to the stern of the vessel and the
other with a line fastened forward of the vessel. The pilot‟s intention was to maneuver the vessel to
the outer basin stern first to turn her round instead of at the inner basin. According to the Pilot, it was
easier for him. To the Master, it was an unusual maneuver, however, he did express concern about the
movement but did not stop the Pilot from doing so.
At 09:20 hours (LT), the vessel started to cast off from the wharf by the tugs and cleared from the
wharf. Once cleared of the vessel „MSC AJACCIO‟ which was moored at the stern of the vessel, the
„MSC MIA‟ then started to go with slow engine astern. She started to pass too close to the quay
container crane boom which was extended horizontally across the beam lifting containers on and off
the vessel „MSC AJACCIO‟. The horizontal boom, according to the Master, was extended some 20
meters beyond the beam of the vessel „MSC AJACCIO‟ and protruding to the sea. This could pose a
hazard to a vessel berthing and unberthing at an adjacent wharf.
At 09:35 hours, as the vessel was drifting astern, the engine casing (the funnel) of „MSC MIA‟ hit the
boom of the container crane. The accident caused the container crane to collapse and damage some
containers and some containers fell overboard. The vessel‟s engine casing was damaged as well as
some structures on deck (Please see photos below). However, there were no injuries to personnel on
board, the crane operator/driver was unhurt.
At the time of the accident, the Master, 2/O, and an A B, were on the Bridge and so was the Pilot who
was indicating the commands of unberthing the vessel.
Immediately after the incident, the pilot assessed the situation and decided to continue to maneuver
the vessel to the outer basin to turn the vessel around to proceed to sea. At 10:57 hours, the Master
took the vessel out and dropped the port anchor at an anchorage.","Container Ship (Fully Cellular)","Ship remains fit to proceed","232618","DNV GL AS","228149","General cargo in Containers","19","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2023-05-05",""
"C0013782","1","CHANG SHUN I (IMO 8976841)","CHANG SHUN I: SOLAS","PAN","2020-09-12 02:27","Very serious","344347N 1292662E","NORTH EAST COAST OF TSUSHIMA ISLAND, JAPAN","1","0","Stranding / grounding","The refrigerated vessel ""CHANG SHUN I"" (IMO 8976841), was sailing in the waters northwest of Tsushima, Mitsushima Island, Nagasaki, Japan, when it lost government due to a machinery failure, running aground on September 12, 2020 and subsequently sinking on September 14, all crew was rescued by Japanese Coastguard with minor.
The vessel was drifting wating the morning to enter port to when weather push the vessel toward o the island, when vessel was 1.4. miles master order by 23:10 LT (+8 GT) to start engine, the engine does not start, the vessel grounded by 02:20 and within 20 mins the vessel flood the engine room and vessel least to port side about 15 degrees, the master call the Japanese coastguard and launch the liferaft, and order abandon ship, the crew reach shore and wait to rescue, at 08:15 the coast guard boat arrive to grounding area and confirm that three liferaft were at shore but due to weather and not port the coastguard may not rescue the crew from shore, at 11:02 LT (+8 GT) a coast guard helicopter arrive to grounding area and rescue all the crew, 14 crew (2 Chinese and 12 Burmese).","Refrigerated Cargo Ship","Total loss of the ship","1467","[No class]","1630","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2023-03-23",""
"C0013019","1","CHANG SHUN I (IMO 8976841)","CHANG SHUN I: SOLAS","PAN","2020-09-12 02:27","Very serious"," ","Mitsushima Island, North end of Tsushima City, Nagasaki Prefecture, Japan","1","1","Stranding / grounding","CHANG SHUN I was not under command due to an engine failure, and grounded on Mitsushima Island, North end of Tsushima City.","Refrigerated Cargo Ship","Total loss of the ship","1467","Panama Shipping Registrar Inc. (PSR)","1630","","14","0","0","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-08-01","2023-02-20"
